Logged started on,19/07/2020 22:11:08
Feature,MEMS Sensor Fusion (Compact)
Nodes,AM1V310 @395930

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,qi,qj,qk,qs
19/07/2020 22:24:11.785,783238,AM1V310 @395930,37866,83FD94065326,-0.0637,0.1684,0.9811,0.07089795
19/07/2020 22:24:11.819,783272,AM1V310 @395930,37870,83FD94065326,-0.0637,0.1684,0.9811,0.07089795
19/07/2020 22:24:11.819,783272,AM1V310 @395930,37870,84FD95065326,-0.0636,0.1685,0.9811,0.07074983
19/07/2020 22:24:11.819,783272,AM1V310 @395930,37870,83FD94065326,-0.0637,0.1684,0.9811,0.07089795
19/07/2020 22:24:11.845,783298,AM1V310 @395930,37874,83FD99065426,-0.0637,0.1689,0.9812,0.06827649
19/07/2020 22:24:11.845,783298,AM1V310 @395930,37874,81FD9B065426,-0.0639,0.1691,0.9812,0.06759125
19/07/2020 22:24:11.845,783298,AM1V310 @395930,37874,80FD9C065326,-0.064,0.1692,0.9811,0.06868861
19/07/2020 22:24:11.874,783327,AM1V310 @395930,37877,7FFD9D065326,-0.0641,0.1693,0.9811,0.06834804
19/07/2020 22:24:11.874,783327,AM1V310 @395930,37877,7FFD9E065326,-0.0641,0.1694,0.9811,0.06809992
19/07/2020 22:24:11.874,783327,AM1V310 @395930,37877,7EFD9F065326,-0.0642,0.1695,0.9811,0.06775595
19/07/2020 22:24:11.905,783358,AM1V310 @395930,37881,7CFDA2065326,-0.0644,0.1698,0.9811,0.06680804
19/07/2020 22:24:11.905,783359,AM1V310 @395930,37881,7CFDA2065426,-0.0644,0.1698,0.9812,0.06532393
19/07/2020 22:24:11.905,783359,AM1V310 @395930,37881,7CFDA2065426,-0.0644,0.1698,0.9812,0.06532393
19/07/2020 22:24:11.934,783388,AM1V310 @395930,37885,81FD9C065526,-0.0639,0.1692,0.9813,0.06586686
19/07/2020 22:24:11.934,783388,AM1V310 @395930,37885,7FFD9E065526,-0.0641,0.1694,0.9813,0.06515491
19/07/2020 22:24:11.934,783388,AM1V310 @395930,37885,7EFDA1065526,-0.0642,0.1697,0.9813,0.06426976
19/07/2020 22:24:11.964,783418,AM1V310 @395930,37889,82FD9A065526,-0.0638,0.169,0.9813,0.06647443
19/07/2020 22:24:11.964,783418,AM1V310 @395930,37889,87FD97065626,-0.0633,0.1687,0.9814,0.06623774
19/07/2020 22:24:11.964,783418,AM1V310 @395930,37889,85FD99065626,-0.0635,0.1689,0.9814,0.065533
19/07/2020 22:24:11.995,783449,AM1V310 @395930,37892,87FD97065626,-0.0633,0.1687,0.9814,0.06623774
19/07/2020 22:24:11.995,783449,AM1V310 @395930,37892,85FD98065626,-0.0635,0.1688,0.9814,0.06579035
19/07/2020 22:24:11.995,783449,AM1V310 @395930,37892,84FD98065526,-0.0636,0.1688,0.9813,0.06717063
19/07/2020 22:24:12.025,783478,AM1V310 @395930,37896,84FD98065526,-0.0636,0.1688,0.9813,0.06717063
19/07/2020 22:24:12.025,783478,AM1V310 @395930,37896,83FD99065526,-0.0637,0.1689,0.9813,0.06682365
19/07/2020 22:24:12.025,783478,AM1V310 @395930,37896,84FD98065526,-0.0636,0.1688,0.9813,0.06717063
19/07/2020 22:24:12.055,783508,AM1V310 @395930,37900,88FD98065626,-0.0632,0.1688,0.9814,0.06607828
19/07/2020 22:24:12.055,783508,AM1V310 @395930,37900,86FD99065626,-0.0634,0.1689,0.9814,0.0656298
19/07/2020 22:24:12.055,783508,AM1V310 @395930,37900,8AFD97065626,-0.063,0.1687,0.9814,0.06652328
19/07/2020 22:24:12.084,783537,AM1V310 @395930,37904,8AFD96065626,-0.063,0.1686,0.9814,0.06677637
19/07/2020 22:24:12.084,783537,AM1V310 @395930,37904,8AFD96065626,-0.063,0.1686,0.9814,0.06677637
19/07/2020 22:24:12.084,783537,AM1V310 @395930,37904,8AFD96065626,-0.063,0.1686,0.9814,0.06677637
19/07/2020 22:24:12.115,783568,AM1V310 @395930,37907,8AFD96065626,-0.063,0.1686,0.9814,0.06677637
19/07/2020 22:24:12.115,783568,AM1V310 @395930,37907,89FD96065626,-0.0631,0.1686,0.9814,0.06668168
19/07/2020 22:24:12.115,783568,AM1V310 @395930,37907,8AFD96065626,-0.063,0.1686,0.9814,0.06677637
19/07/2020 22:24:12.145,783598,AM1V310 @395930,37911,8AFD96065626,-0.063,0.1686,0.9814,0.06677637
19/07/2020 22:24:12.145,783598,AM1V310 @395930,37911,8AFD96065726,-0.063,0.1686,0.9815,0.06528971
19/07/2020 22:24:12.145,783598,AM1V310 @395930,37911,8AFD94065726,-0.063,0.1684,0.9815,0.06580394
19/07/2020 22:24:12.175,783628,AM1V310 @395930,37915,8BFD94065726,-0.0629,0.1684,0.9815,0.06589943
19/07/2020 22:24:12.175,783629,AM1V310 @395930,37915,8BFD94065726,-0.0629,0.1684,0.9815,0.06589943
19/07/2020 22:24:12.175,783629,AM1V310 @395930,37915,8BFD95065726,-0.0629,0.1685,0.9815,0.06564341
19/07/2020 22:24:12.205,783658,AM1V310 @395930,37918,8BFD96065726,-0.0629,0.1686,0.9815,0.06538595
19/07/2020 22:24:12.205,783658,AM1V310 @395930,37918,8CFD95065726,-0.0628,0.1685,0.9815,0.06573869
19/07/2020 22:24:12.205,783658,AM1V310 @395930,37918,8DFD94065726,-0.0627,0.1684,0.9815,0.06608955
19/07/2020 22:24:12.234,783688,AM1V310 @395930,37922,8EFD8F065826,-0.0626,0.1679,0.9816,0.0659722
19/07/2020 22:24:12.234,783688,AM1V310 @395930,37922,8EFD91065826,-0.0626,0.1681,0.9816,0.06546065
19/07/2020 22:24:12.234,783688,AM1V310 @395930,37922,8FFD8F065826,-0.0625,0.1679,0.9816,0.06606655
19/07/2020 22:24:12.265,783719,AM1V310 @395930,37926,90FD8F065826,-0.0624,0.1679,0.9816,0.06616121
19/07/2020 22:24:12.265,783719,AM1V310 @395930,37926,90FD8F065826,-0.0624,0.1679,0.9816,0.06616121
19/07/2020 22:24:12.265,783719,AM1V310 @395930,37926,8FFD8E065826,-0.0625,0.1678,0.9816,0.06632048
19/07/2020 22:24:12.295,783748,AM1V310 @395930,37930,90FD8F065826,-0.0624,0.1679,0.9816,0.06616121
19/07/2020 22:24:12.295,783748,AM1V310 @395930,37930,8FFD8E065826,-0.0625,0.1678,0.9816,0.06632048
19/07/2020 22:24:12.295,783748,AM1V310 @395930,37930,8FFD8E065826,-0.0625,0.1678,0.9816,0.06632048
19/07/2020 22:24:12.324,783778,AM1V310 @395930,37933,90FD8E065826,-0.0624,0.1678,0.9816,0.06641433
19/07/2020 22:24:12.324,783778,AM1V310 @395930,37933,8EFD90065826,-0.0626,0.168,0.9816,0.06571692
19/07/2020 22:24:12.324,783778,AM1V310 @395930,37933,8FFD8F065826,-0.0625,0.1679,0.9816,0.06606655
19/07/2020 22:24:12.355,783808,AM1V310 @395930,37937,8EFD8F065826,-0.0626,0.1679,0.9816,0.0659722
19/07/2020 22:24:12.355,783808,AM1V310 @395930,37937,92FD8E065926,-0.0622,0.1678,0.9817,0.06511053
19/07/2020 22:24:12.355,783808,AM1V310 @395930,37937,90FD8F065926,-0.0624,0.1679,0.9817,0.06465995
19/07/2020 22:24:12.384,783837,AM1V310 @395930,37941,92FD8D065926,-0.0622,0.1677,0.9817,0.06536771
19/07/2020 22:24:12.384,783837,AM1V310 @395930,37941,94FD8C065A26,-0.062,0.1676,0.9818,0.0643036
19/07/2020 22:24:12.384,783837,AM1V310 @395930,37941,93FD8C065A26,-0.0621,0.1676,0.9818,0.06420713
19/07/2020 22:24:12.415,783868,AM1V310 @395930,37945,8FFD91065926,-0.0625,0.1681,0.9817,0.06404074
19/07/2020 22:24:12.415,783868,AM1V310 @395930,37945,90FD90065926,-0.0624,0.168,0.9817,0.06439947
19/07/2020 22:24:12.415,783868,AM1V310 @395930,37945,90FD8F065926,-0.0624,0.1679,0.9817,0.06465995
19/07/2020 22:24:12.444,783897,AM1V310 @395930,37948,91FD90065926,-0.0623,0.168,0.9817,0.06449658
19/07/2020 22:24:12.444,783897,AM1V310 @395930,37948,91FD8E065A26,-0.0623,0.1678,0.9818,0.06348689
19/07/2020 22:24:12.444,783898,AM1V310 @395930,37948,91FD8F065926,-0.0623,0.1679,0.9817,0.0647562
19/07/2020 22:24:12.475,783928,AM1V310 @395930,37952,93FD8C065A26,-0.0621,0.1676,0.9818,0.06420713
19/07/2020 22:24:12.475,783928,AM1V310 @395930,37952,92FD8D065A26,-0.0622,0.1677,0.9818,0.06384826
19/07/2020 22:24:12.475,783928,AM1V310 @395930,37952,94FD8C065A26,-0.062,0.1676,0.9818,0.0643036
19/07/2020 22:24:12.506,783959,AM1V310 @395930,37956,96FD89065B26,-0.0618,0.1673,0.9819,0.06374876
19/07/2020 22:24:12.506,783959,AM1V310 @395930,37956,99FD87065C26,-0.0615,0.1671,0.982,0.06301855
19/07/2020 22:24:12.506,783959,AM1V310 @395930,37956,95FD8B065A26,-0.0619,0.1675,0.9818,0.06465995
19/07/2020 22:24:12.535,783988,AM1V310 @395930,37960,9BFD85065C26,-0.0613,0.1669,0.982,0.06373941
19/07/2020 22:24:12.535,783988,AM1V310 @395930,37960,9BFD86065C26,-0.0613,0.167,0.982,0.06347703
19/07/2020 22:24:12.535,783988,AM1V310 @395930,37960,9CFD85065C26,-0.0612,0.1669,0.982,0.06383519
19/07/2020 22:24:12.565,784019,AM1V310 @395930,37964,A8FD88065C26,-0.06,0.1672,0.982,0.06418856
19/07/2020 22:24:12.565,784019,AM1V310 @395930,37964,A2FD85065D26,-0.0606,0.1669,0.9821,0.06286135
19/07/2020 22:24:12.565,784019,AM1V310 @395930,37964,ABFD88065C26,-0.0597,0.1672,0.982,0.06446746
19/07/2020 22:24:12.594,784047,AM1V310 @395930,37967,ACFD89065C26,-0.0596,0.1673,0.982,0.06430036
19/07/2020 22:24:12.594,784047,AM1V310 @395930,37967,BAFD84065E26,-0.0582,0.1668,0.9822,0.06382491
19/07/2020 22:24:12.594,784047,AM1V310 @395930,37967,B2FD88065D26,-0.059,0.1672,0.9821,0.06358211
19/07/2020 22:24:12.625,784078,AM1V310 @395930,37971,BCFD85065D26,-0.058,0.1669,0.9821,0.06526825
19/07/2020 22:24:12.625,784078,AM1V310 @395930,37971,BCFD84065E26,-0.058,0.1668,0.9822,0.06400676
19/07/2020 22:24:12.625,784078,AM1V310 @395930,37971,B9FD86065D26,-0.0583,0.167,0.9821,0.06474286
19/07/2020 22:24:12.654,784108,AM1V310 @395930,37975,B2FD8C065B26,-0.059,0.1676,0.9819,0.0655871
19/07/2020 22:24:12.654,784108,AM1V310 @395930,37975,B5FD8A065C26,-0.0587,0.1674,0.982,0.06486564
19/07/2020 22:24:12.654,784108,AM1V310 @395930,37975,B7FD88065C26,-0.0585,0.1672,0.982,0.06555846
19/07/2020 22:24:12.685,784138,AM1V310 @395930,37979,ADFD92065826,-0.0595,0.1682,0.9816,0.06804388
19/07/2020 22:24:12.685,784138,AM1V310 @395930,37979,AEFD8F065926,-0.0594,0.1679,0.9817,0.06742615
19/07/2020 22:24:12.685,784138,AM1V310 @395930,37979,AFFD8E065A26,-0.0593,0.1678,0.9818,0.066298
19/07/2020 22:24:12.714,784167,AM1V310 @395930,37982,A9FD95065626,-0.0599,0.1685,0.9814,0.06981227
19/07/2020 22:24:12.714,784167,AM1V310 @395930,37982,A4FD9A065426,-0.0604,0.169,0.9812,0.07097483
19/07/2020 22:24:12.714,784168,AM1V310 @395930,37982,9FFDA0065226,-0.0609,0.1696,0.981,0.07187485
19/07/2020 22:24:12.744,784197,AM1V310 @395930,37986,9DFDA4064F26,-0.0611,0.17,0.9807,0.07479514
19/07/2020 22:24:12.744,784197,AM1V310 @395930,37986,84FDAE065326,-0.0636,0.171,0.9811,0.064473
19/07/2020 22:24:12.744,784197,AM1V310 @395930,37986,97FDA7065026,-0.0617,0.1703,0.9808,0.07226645
19/07/2020 22:24:12.775,784228,AM1V310 @395930,37990,7FFDC5064426,-0.0641,0.1733,0.9796,0.07900694
19/07/2020 22:24:12.775,784228,AM1V310 @395930,37990,7FFDB6065026,-0.0641,0.1718,0.9808,0.06638785
19/07/2020 22:24:12.775,784228,AM1V310 @395930,37990,7EFDBD064A26,-0.0642,0.1725,0.9802,0.07300743
19/07/2020 22:24:12.805,784259,AM1V310 @395930,37993,5EFDD7064026,-0.0674,0.1751,0.9792,0.07723106
19/07/2020 22:24:12.805,784259,AM1V310 @395930,37993,75FDCB064326,-0.0651,0.1739,0.9795,0.07810593
19/07/2020 22:24:12.805,784259,AM1V310 @395930,37993,6CFDD0064126,-0.066,0.1744,0.9793,0.07874056
19/07/2020 22:24:12.835,784288,AM1V310 @395930,37997,53FDDC063F26,-0.0685,0.1756,0.9791,0.07639144
19/07/2020 22:24:12.835,784288,AM1V310 @395930,37997,48FDE2063C26,-0.0696,0.1762,0.9788,0.07784603
19/07/2020 22:24:12.835,784288,AM1V310 @395930,37997,4EFDDF063D26,-0.069,0.1759,0.9789,0.07780084
19/07/2020 22:24:12.865,784318,AM1V310 @395930,38001,41FDE4063926,-0.0703,0.1764,0.9785,0.08049017
19/07/2020 22:24:12.865,784319,AM1V310 @395930,38001,42FDE6063426,-0.0702,0.1766,0.978,0.08602589
19/07/2020 22:24:12.865,784319,AM1V310 @395930,38001,45FDE3063A26,-0.0699,0.1763,0.9786,0.07983921
19/07/2020 22:24:12.895,784348,AM1V310 @395930,38005,BAFDFA06CD25,-0.0582,0.1786,0.9677,0.1681415
19/07/2020 22:24:12.895,784348,AM1V310 @395930,38005,03FE02078725,-0.0509,0.1794,0.9607,0.2056221
19/07/2020 22:24:12.895,784348,AM1V310 @395930,38005,B6FDF306CD25,-0.0586,0.1779,0.9677,0.1687434
19/07/2020 22:24:12.924,784377,AM1V310 @395930,38009,CCFDF006AD25,-0.0564,0.1776,0.9645,0.1871283
19/07/2020 22:24:12.924,784377,AM1V310 @395930,38009,A7FDDB06CE25,-0.0601,0.1755,0.9678,0.1701495
19/07/2020 22:24:12.924,784377,AM1V310 @395930,38009,C2FDE606B525,-0.0574,0.1766,0.9653,0.1836126
19/07/2020 22:24:12.954,784408,AM1V310 @395930,38012,A8FDD406C825,-0.06,0.1748,0.9672,0.1742675
19/07/2020 22:24:12.954,784408,AM1V310 @395930,38012,BBFDC806A725,-0.0581,0.1736,0.9639,0.1933498
19/07/2020 22:24:12.954,784408,AM1V310 @395930,38012,C2FDCF06A625,-0.0574,0.1743,0.9638,0.1934276
19/07/2020 22:24:12.984,784437,AM1V310 @395930,38016,9FFDB106A925,-0.0609,0.1713,0.9641,0.1935424
19/07/2020 22:24:12.984,784438,AM1V310 @395930,38016,AAFDB906A925,-0.0598,0.1721,0.9641,0.1931754
19/07/2020 22:24:12.984,784437,AM1V310 @395930,38016,B5FDC006A725,-0.0587,0.1728,0.9639,0.1938846
19/07/2020 22:24:13.015,784468,AM1V310 @395930,38020,89FD9706B725,-0.0631,0.1687,0.9655,0.188065
19/07/2020 22:24:13.015,784468,AM1V310 @395930,38020,94FDA706B225,-0.062,0.1703,0.965,0.1895494
19/07/2020 22:24:13.015,784468,AM1V310 @395930,38020,90FD9F06B325,-0.0624,0.1695,0.9651,0.1896259
19/07/2020 22:24:13.044,784497,AM1V310 @395930,38024,86FD9106B725,-0.0634,0.1681,0.9655,0.1885009
19/07/2020 22:24:13.044,784497,AM1V310 @395930,38024,73FD8806B925,-0.0653,0.1672,0.9657,0.1876263
19/07/2020 22:24:13.044,784497,AM1V310 @395930,38024,7BFD8C06B825,-0.0645,0.1676,0.9656,0.1880602
19/07/2020 22:24:13.076,784530,AM1V310 @395930,38027,71FD8206BA25,-0.0655,0.1666,0.9658,0.1875756
19/07/2020 22:24:13.076,784530,AM1V310 @395930,38027,70FD7B06BA25,-0.0656,0.1659,0.9658,0.18816
19/07/2020 22:24:13.076,784530,AM1V310 @395930,38027,71FD7506BB25,-0.0655,0.1653,0.9659,0.1882095
19/07/2020 22:24:13.108,784561,AM1V310 @395930,38031,71FD7006BB25,-0.0655,0.1648,0.9659,0.1886474
19/07/2020 22:24:13.108,784561,AM1V310 @395930,38031,72FD6906BC25,-0.0654,0.1641,0.966,0.1887804
19/07/2020 22:24:13.108,784561,AM1V310 @395930,38031,72FD6C06BC25,-0.0654,0.1644,0.966,0.1885191
19/07/2020 22:24:13.138,784591,AM1V310 @395930,38035,6FFD6806BD25,-0.0657,0.164,0.9661,0.1882506
19/07/2020 22:24:13.138,784591,AM1V310 @395930,38035,5CFD6B06C225,-0.0676,0.1643,0.9666,0.1847166
19/07/2020 22:24:13.138,784591,AM1V310 @395930,38035,66FD6906BF25,-0.0666,0.1641,0.9663,0.1868151
19/07/2020 22:24:13.168,784621,AM1V310 @395930,38039,56FD6706C525,-0.0682,0.1639,0.9669,0.1832756
19/07/2020 22:24:13.168,784621,AM1V310 @395930,38039,50FD6506C825,-0.0688,0.1637,0.9672,0.1816398
19/07/2020 22:24:13.168,784621,AM1V310 @395930,38039,57FD6B06C325,-0.0681,0.1643,0.9667,0.184008
19/07/2020 22:24:13.198,784652,AM1V310 @395930,38042,48FD5C06CE25,-0.0696,0.1628,0.9678,0.1789278
19/07/2020 22:24:13.198,784652,AM1V310 @395930,38042,49FD6106CC25,-0.0695,0.1633,0.9676,0.1795916
19/07/2020 22:24:13.198,784652,AM1V310 @395930,38042,49FD5606CF25,-0.0695,0.1622,0.9679,0.1789709
19/07/2020 22:24:13.228,784681,AM1V310 @395930,38046,4DFD4A06D025,-0.0691,0.161,0.968,0.1796669
19/07/2020 22:24:13.228,784681,AM1V310 @395930,38046,4CFD5006D025,-0.0692,0.1616,0.968,0.1790888
19/07/2020 22:24:13.228,784681,AM1V310 @395930,38046,49FD4606D225,-0.0695,0.1606,0.9682,0.1787906
19/07/2020 22:24:13.255,784709,AM1V310 @395930,38050,44FD4006D725,-0.07,0.16,0.9687,0.1764096
19/07/2020 22:24:13.255,784709,AM1V310 @395930,38050,4BFD3A06D325,-0.0693,0.1594,0.9683,0.1793998
19/07/2020 22:24:13.255,784709,AM1V310 @395930,38050,4EFD3106D825,-0.069,0.1585,0.9688,0.1776042
19/07/2020 22:24:13.287,784741,AM1V310 @395930,38054,57FD2A06D725,-0.0681,0.1578,0.9687,0.1791142
19/07/2020 22:24:13.287,784741,AM1V310 @395930,38054,64FD2306D225,-0.0668,0.1571,0.9682,0.1828825
19/07/2020 22:24:13.287,784741,AM1V310 @395930,38054,6CFD1A06D325,-0.066,0.1562,0.9683,0.1834141
19/07/2020 22:24:13.317,784771,AM1V310 @395930,38057,77FD0106E025,-0.0649,0.1537,0.9696,0.1789974
19/07/2020 22:24:13.317,784771,AM1V310 @395930,38057,71FD1206D725,-0.0655,0.1554,0.9687,0.1821564
19/07/2020 22:24:13.317,784771,AM1V310 @395930,38057,70FD0B06DC25,-0.0656,0.1547,0.9692,0.1800441
19/07/2020 22:24:13.347,784800,AM1V310 @395930,38061,7EFDF905E425,-0.0642,0.1529,0.97,0.1777637
19/07/2020 22:24:13.347,784801,AM1V310 @395930,38061,8FFDE805ED25,-0.0625,0.1512,0.9709,0.1748872
19/07/2020 22:24:13.347,784801,AM1V310 @395930,38061,83FDF105E925,-0.0637,0.1521,0.9705,0.1758911
19/07/2020 22:24:13.377,784830,AM1V310 @395930,38065,9EFDD705F725,-0.061,0.1495,0.9719,0.1712869
19/07/2020 22:24:13.377,784830,AM1V310 @395930,38065,A3FDCF05FC25,-0.0605,0.1487,0.9724,0.1693113
19/07/2020 22:24:13.377,784830,AM1V310 @395930,38065,99FDDF05F125,-0.0615,0.1503,0.9713,0.173793
19/07/2020 22:24:13.407,784860,AM1V310 @395930,38068,C0FDB9050926,-0.0576,0.1465,0.9737,0.1647066
19/07/2020 22:24:13.407,784860,AM1V310 @395930,38068,ACFDC8050026,-0.0596,0.148,0.9728,0.1679404
19/07/2020 22:24:13.407,784860,AM1V310 @395930,38068,B7FDC1050526,-0.0585,0.1473,0.9733,0.166035
19/07/2020 22:24:13.437,784890,AM1V310 @395930,38072,CCFDAB051226,-0.0564,0.1451,0.9746,0.1609964
19/07/2020 22:24:13.437,784891,AM1V310 @395930,38072,D4FDA4051626,-0.0556,0.1444,0.975,0.1594748
19/07/2020 22:24:13.437,784890,AM1V310 @395930,38072,C7FDB1050E26,-0.0569,0.1457,0.9742,0.1626906
19/07/2020 22:24:13.465,784919,AM1V310 @395930,38076,E2FD9A051D26,-0.0542,0.1434,0.9757,0.1565511
19/07/2020 22:24:13.465,784919,AM1V310 @395930,38076,DAFD9F051A26,-0.055,0.1439,0.9754,0.1576791
19/07/2020 22:24:13.465,784919,AM1V310 @395930,38076,EAFD94052026,-0.0534,0.1428,0.976,0.1555009
19/07/2020 22:24:13.495,784948,AM1V310 @395930,38080,F3FD8D052326,-0.0525,0.1421,0.9763,0.1545626
19/07/2020 22:24:13.495,784948,AM1V310 @395930,38080,FDFD82052A26,-0.0515,0.141,0.977,0.1514522
19/07/2020 22:24:13.495,784948,AM1V310 @395930,38080,FAFD87052626,-0.0518,0.1415,0.9766,0.1534501
19/07/2020 22:24:13.525,784979,AM1V310 @395930,38083,07FE70053626,-0.0505,0.1392,0.9782,0.1455948
19/07/2020 22:24:13.525,784979,AM1V310 @395930,38083,FEFD7C052E26,-0.0514,0.1404,0.9774,0.1494494
19/07/2020 22:24:13.525,784979,AM1V310 @395930,38083,02FE75053226,-0.051,0.1397,0.9778,0.1476147
19/07/2020 22:24:13.554,785008,AM1V310 @395930,38087,18FE62054026,-0.0488,0.1378,0.9792,0.1407021
19/07/2020 22:24:13.554,785008,AM1V310 @395930,38087,13FE67053C26,-0.0493,0.1383,0.9788,0.1428047
19/07/2020 22:24:13.554,785008,AM1V310 @395930,38087,0DFE6C053926,-0.0499,0.1388,0.9785,0.1441606
19/07/2020 22:24:13.585,785039,AM1V310 @395930,38091,1CFE5E054326,-0.0484,0.1374,0.9795,0.1391345
19/07/2020 22:24:13.585,785039,AM1V310 @395930,38091,21FE5B054726,-0.0479,0.1371,0.9799,0.1367669
19/07/2020 22:24:13.585,785039,AM1V310 @395930,38091,28FE59054926,-0.0472,0.1369,0.9801,0.135774
19/07/2020 22:24:13.615,785068,AM1V310 @395930,38095,33FE59054D26,-0.0461,0.1369,0.9805,0.1332402
19/07/2020 22:24:13.615,785068,AM1V310 @395930,38095,2FFE58054B26,-0.0465,0.1368,0.9803,0.1346678
19/07/2020 22:24:13.615,785068,AM1V310 @395930,38095,33FE5A054F26,-0.0461,0.137,0.9807,0.1316559
19/07/2020 22:24:13.645,785099,AM1V310 @395930,38098,37FE61055226,-0.0457,0.1377,0.981,0.1287989
19/07/2020 22:24:13.645,785099,AM1V310 @395930,38098,32FE60055026,-0.0462,0.1376,0.9808,0.1302428
19/07/2020 22:24:13.645,785099,AM1V310 @395930,38098,3CFE60055526,-0.0452,0.1376,0.9813,0.1267814
19/07/2020 22:24:13.675,785128,AM1V310 @395930,38102,40FE5E055726,-0.0448,0.1374,0.9815,0.1255861
19/07/2020 22:24:13.675,785129,AM1V310 @395930,38102,47FE5B055926,-0.0441,0.1371,0.9817,0.1245947
