Logged started on,19/07/2020 22:11:08
Feature,Accelerometer
Nodes,AM1V310 @395930

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg)
19/07/2020 22:30:00.656,1132112,AM1V310 @395930,81481,420083FFED03,66,-125,1005
19/07/2020 22:30:00.717,1132171,AM1V310 @395930,81488,3B0094FFFE03,59,-108,1022
19/07/2020 22:30:00.777,1132231,AM1V310 @395930,81494,310094FFF903,49,-108,1017
19/07/2020 22:30:00.806,1132259,AM1V310 @395930,81500,290094FFF703,41,-108,1015
19/07/2020 22:30:00.868,1132322,AM1V310 @395930,81506,0A009AFFF103,10,-102,1009
19/07/2020 22:30:00.928,1132382,AM1V310 @395930,81513,220092FFF503,34,-110,1013
19/07/2020 22:30:00.957,1132411,AM1V310 @395930,81519,2D0096FF0304,45,-106,1027
19/07/2020 22:30:01.017,1132471,AM1V310 @395930,81525,370088FFF203,55,-120,1010
19/07/2020 22:30:01.077,1132531,AM1V310 @395930,81531,32008EFFEE03,50,-114,1006
19/07/2020 22:30:01.106,1132559,AM1V310 @395930,81538,2C008EFFF403,44,-114,1012
19/07/2020 22:30:01.168,1132621,AM1V310 @395930,81544,280084FFF303,40,-124,1011
19/07/2020 22:30:01.227,1132681,AM1V310 @395930,81550,050089FF0204,5,-119,1026
19/07/2020 22:30:01.256,1132709,AM1V310 @395930,81556,DFFF75FF1A04,-33,-139,1050
19/07/2020 22:30:01.316,1132770,AM1V310 @395930,81563,C5FF76FF2904,-59,-138,1065
19/07/2020 22:30:01.377,1132831,AM1V310 @395930,81569,ABFF5CFF0604,-85,-164,1030
19/07/2020 22:30:01.406,1132859,AM1V310 @395930,81575,B5FF49FFEF03,-75,-183,1007
19/07/2020 22:30:01.468,1132922,AM1V310 @395930,81581,74FF34FFCA03,-140,-204,970
19/07/2020 22:30:01.528,1132982,AM1V310 @395930,81588,69FF56FFE603,-151,-170,998
19/07/2020 22:30:01.557,1133010,AM1V310 @395930,81594,62FF6FFFCA03,-158,-145,970
19/07/2020 22:30:01.617,1133070,AM1V310 @395930,81600,DCFF94FFCC03,-36,-108,972
19/07/2020 22:30:01.677,1133131,AM1V310 @395930,81606,4500B9FFB703,69,-71,951
19/07/2020 22:30:01.706,1133159,AM1V310 @395930,81613,7600DEFFC203,118,-34,962
19/07/2020 22:30:01.768,1133222,AM1V310 @395930,81619,BD00F5FFEF03,189,-11,1007
19/07/2020 22:30:01.826,1133280,AM1V310 @395930,81625,DD00FCFF0F04,221,-4,1039
19/07/2020 22:30:01.857,1133310,AM1V310 @395930,81631,C70013000404,199,19,1028
19/07/2020 22:30:01.917,1133371,AM1V310 @395930,81638,AA0030000A04,170,48,1034
19/07/2020 22:30:01.977,1133431,AM1V310 @395930,81644,D7002300FA03,215,35,1018
19/07/2020 22:30:02.006,1133460,AM1V310 @395930,81650,D2000000E603,210,0,998
19/07/2020 22:30:02.068,1133522,AM1V310 @395930,81656,AA00EEFFEB03,170,-18,1003
19/07/2020 22:30:02.127,1133581,AM1V310 @395930,81663,7700F0FFF603,119,-16,1014
19/07/2020 22:30:02.156,1133609,AM1V310 @395930,81669,2B00F9FF1204,43,-7,1042
19/07/2020 22:30:02.217,1133671,AM1V310 @395930,81675,3100F1FF1B04,49,-15,1051
19/07/2020 22:30:02.277,1133731,AM1V310 @395930,81681,2400F0FF0704,36,-16,1031
19/07/2020 22:30:02.306,1133759,AM1V310 @395930,81688,2E00EFFFFB03,46,-17,1019
19/07/2020 22:30:02.368,1133821,AM1V310 @395930,81694,5800E2FFF303,88,-30,1011
19/07/2020 22:30:02.428,1133882,AM1V310 @395930,81700,4F00D3FFCE03,79,-45,974
19/07/2020 22:30:02.456,1133910,AM1V310 @395930,81706,4500E4FFE203,69,-28,994
19/07/2020 22:30:02.517,1133971,AM1V310 @395930,81713,5600D0FFE603,86,-48,998
19/07/2020 22:30:02.577,1134031,AM1V310 @395930,81719,5100E4FF0004,81,-28,1024
19/07/2020 22:30:02.606,1134059,AM1V310 @395930,81725,2900E7FFFF03,41,-25,1023
19/07/2020 22:30:02.667,1134121,AM1V310 @395930,81731,3700DEFF0E04,55,-34,1038
19/07/2020 22:30:02.727,1134181,AM1V310 @395930,81738,3200DCFF0E04,50,-36,1038
19/07/2020 22:30:02.783,1134236,AM1V310 @395930,81744,3A00DDFF0604,58,-35,1030
19/07/2020 22:30:02.817,1134271,AM1V310 @395930,81750,4000E0FF0104,64,-32,1025
19/07/2020 22:30:02.876,1134330,AM1V310 @395930,81756,6800CFFFF603,104,-49,1014
19/07/2020 22:30:02.907,1134360,AM1V310 @395930,81763,3B00CEFFE603,59,-50,998
19/07/2020 22:30:02.968,1134422,AM1V310 @395930,81769,2F00C5FFE603,47,-59,998
19/07/2020 22:30:03.028,1134482,AM1V310 @395930,81775,4700C0FFEF03,71,-64,1007
19/07/2020 22:30:03.056,1134510,AM1V310 @395930,81781,2E00D5FF0804,46,-43,1032
19/07/2020 22:30:03.118,1134572,AM1V310 @395930,81788,4800C9FFF503,72,-55,1013
19/07/2020 22:30:03.176,1134630,AM1V310 @395930,81794,3B00CFFFFA03,59,-49,1018
19/07/2020 22:30:03.206,1134659,AM1V310 @395930,81800,3D00CDFFF503,61,-51,1013
19/07/2020 22:30:03.268,1134722,AM1V310 @395930,81806,4100C0FFF203,65,-64,1010
19/07/2020 22:30:03.327,1134781,AM1V310 @395930,81813,4200C4FFF503,66,-60,1013
19/07/2020 22:30:03.356,1134810,AM1V310 @395930,81819,3B00C4FFF303,59,-60,1011
19/07/2020 22:30:03.427,1134880,AM1V310 @395930,81825,2600BBFFE103,38,-69,993
19/07/2020 22:30:03.477,1134931,AM1V310 @395930,81831,4500C7FFF903,69,-57,1017
19/07/2020 22:30:03.506,1134960,AM1V310 @395930,81838,4400C6FFE003,68,-58,992
19/07/2020 22:30:03.567,1135021,AM1V310 @395930,81844,3C00C7FFEB03,60,-57,1003
19/07/2020 22:30:03.627,1135081,AM1V310 @395930,81850,4800C3FFF903,72,-61,1017
19/07/2020 22:30:03.657,1135110,AM1V310 @395930,81856,4100C6FFFE03,65,-58,1022
19/07/2020 22:30:03.716,1135170,AM1V310 @395930,81863,2700CCFFFB03,39,-52,1019
19/07/2020 22:30:03.776,1135230,AM1V310 @395930,81869,3000C9FFFB03,48,-55,1019
19/07/2020 22:30:03.807,1135260,AM1V310 @395930,81875,1700D9FF0404,23,-39,1028
19/07/2020 22:30:03.870,1135324,AM1V310 @395930,81881,2600C2FFEA03,38,-62,1002
19/07/2020 22:30:03.927,1135380,AM1V310 @395930,81888,2E00C3FFED03,46,-61,1005
19/07/2020 22:30:03.956,1135409,AM1V310 @395930,81894,2900D2FF0804,41,-46,1032
19/07/2020 22:30:04.017,1135470,AM1V310 @395930,81900,3400CCFF0004,52,-52,1024
19/07/2020 22:30:04.076,1135530,AM1V310 @395930,81906,3E00C7FFF803,62,-57,1016
19/07/2020 22:30:04.107,1135560,AM1V310 @395930,81913,3200BEFFDF03,50,-66,991
19/07/2020 22:30:04.168,1135622,AM1V310 @395930,81919,3000C6FFE703,48,-58,999
19/07/2020 22:30:04.227,1135681,AM1V310 @395930,81925,5900B0FFDD03,89,-80,989
19/07/2020 22:30:04.256,1135710,AM1V310 @395930,81931,3200BCFFEA03,50,-68,1002
19/07/2020 22:30:04.317,1135772,AM1V310 @395930,81938,3D00C8FF0004,61,-56,1024
58,936211,AM1V310 @395930,56988,3E0072FFEF03,62,-142,1007
19/07/2020 22:26:44.817,936271,AM1V310 @395930,56994,3D0074FFF003,61,-140,1008
19/07/2020 22:26:44.846,936299,AM1V310 @395930,57001,3D0073FFEF03,61,-141,1007
19/07/2020 22:26:44.995,936449,AM1V310 @395930,57013,3E0073FFED03,62,-141,1005
19/07/2020 22:26:44.995,936450,AM1V310 @395930,57007,3E0074FFEE03,62,-140,1006
19/07/2020 22:26:45.019,936473,AM1V310 @395930,57019,3C0072FFF503,60,-142,1013
19/07/2020 22:26:45.128,936582,AM1V310 @395930,57026,3D0073FFEF03,61,-141,1007
19/07/2020 22:26:45.128,936583,AM1V310 @395930,57032,3E0073FFEC03,62,-141,1004
19/07/2020 22:26:45.147,936600,AM1V310 @395930,57038,3C0073FFEC03,60,-141,1004
19/07/2020 22:26:45.387,936841,AM1V310 @395930,57044,3E0074FFE903,62,-140,1001
19/07/2020 22:26:45.409,936862,AM1V310 @395930,57051,3E0073FFEA03,62,-141,1002
19/07/2020 22:26:45.409,936862,AM1V310 @395930,57057,3B0073FFEA03,59,-141,1002
19/07/2020 22:26:45.409,936863,AM1V310 @395930,57063,3D0073FFE803,61,-141,1000
19/07/2020 22:26:45.420,936873,AM1V310 @395930,57069,3D0072FFE903,61,-142,1001
19/07/2020 22:26:45.446,936900,AM1V310 @395930,57076,3D0073FFE903,61,-141,1001
19/07/2020 22:26:45.507,936960,AM1V310 @395930,57082,3D0073FFE903,61,-141,1001
19/07/2020 22:26:45.567,937021,AM1V310 @395930,57088,3D0073FFE903,61,-141,1001
19/07/2020 22:26:45.627,937081,AM1V310 @395930,57094,3D0072FFEA03,61,-142,1002
19/07/2020 22:26:45.656,937110,AM1V310 @395930,57101,3D0072FFEC03,61,-142,1004
19/07/2020 22:26:45.717,937170,AM1V310 @395930,57107,3D0073FFEC03,61,-141,1004
19/07/2020 22:26:45.747,937200,AM1V310 @395930,57113,3D0073FFEB03,61,-141,1003
19/07/2020 22:26:45.807,937261,AM1V310 @395930,57119,3C0073FFEC03,60,-141,1004
19/07/2020 22:26:45.867,937321,AM1V310 @395930,57126,3C0074FFEB03,60,-140,1003
19/07/2020 22:26:45.897,937350,AM1V310 @395930,57132,3E0073FFEB03,62,-141,1003
19/07/2020 22:26:45.957,937410,AM1V310 @395930,57138,3D0073FFEA03,61,-141,1002
19/07/2020 22:26:46.047,937501,AM1V310 @395930,57144,3D0073FFEA03,61,-141,1002
19/07/2020 22:26:46.069,937523,AM1V310 @395930,57151,3D0073FFEB03,61,-141,1003
19/07/2020 22:26:46.107,937560,AM1V310 @395930,57157,3C0073FFEB03,60,-141,1003
19/07/2020 22:26:46.167,937620,AM1V310 @395930,57163,3D0073FFEA03,61,-141,1002
19/07/2020 22:26:46.227,937681,AM1V310 @395930,57169,3E0072FFEB03,62,-142,1003
19/07/2020 22:26:46.256,937709,AM1V310 @395930,57176,3D0072FFED03,61,-142,1005
19/07/2020 22:26:46.346,937800,AM1V310 @395930,57182,3C0073FFEC03,60,-141,1004
19/07/2020 22:26:46.369,937823,AM1V310 @395930,57188,0A0045FF0304,10,-187,1027
19/07/2020 22:26:46.407,937860,AM1V310 @395930,57194,380071FFFE03,56,-143,1022
19/07/2020 22:26:46.467,937920,AM1V310 @395930,57201,4C0076FFD903,76,-138,985
19/07/2020 22:26:46.499,937953,AM1V310 @395930,57207,5C0073FFCC03,92,-141,972
19/07/2020 22:26:46.557,938010,AM1V310 @395930,57213,DF0075FF0A04,223,-139,1034
19/07/2020 22:26:46.617,938071,AM1V310 @395930,57219,9B008AFF9D03,155,-118,925
19/07/2020 22:26:46.646,938100,AM1V310 @395930,57226,970085FF4F04,151,-123,1103
19/07/2020 22:26:46.706,938160,AM1V310 @395930,57232,68006EFFFA02,104,-146,762
19/07/2020 22:26:46.767,938221,AM1V310 @395930,57238,D80043FF7704,216,-189,1143
19/07/2020 22:26:46.796,938249,AM1V310 @395930,57244,640090FFB803,100,-112,952
19/07/2020 22:26:46.856,938309,AM1V310 @395930,57251,FB0066FFE803,251,-154,1000
19/07/2020 22:26:46.917,938371,AM1V310 @395930,57257,0C0015FFCD03,12,-235,973
19/07/2020 22:26:46.947,938400,AM1V310 @395930,57263,BCFF5FFEC804,-68,-417,1224
19/07/2020 22:26:47.007,938460,AM1V310 @395930,57269,050020FF3604,5,-224,1078
19/07/2020 22:26:47.066,938520,AM1V310 @395930,57276,5AFF6CFE5303,-166,-404,851
19/07/2020 22:26:47.097,938550,AM1V310 @395930,57282,6BFF59FE7503,-149,-423,885
19/07/2020 22:26:47.156,938610,AM1V310 @395930,57288,76FF73FEB103,-138,-397,945
19/07/2020 22:26:47.217,938671,AM1V310 @395930,57294,6FFF9EFEDC03,-145,-354,988
19/07/2020 22:26:47.247,938701,AM1V310 @395930,57301,AFFF55FE6903,-81,-427,873
19/07/2020 22:26:47.307,938761,AM1V310 @395930,57307,36FF20FE8103,-202,-480,897
19/07/2020 22:26:47.397,938851,AM1V310 @395930,57313,90007AFEB603,144,-390,950
19/07/2020 22:26:47.419,938872,AM1V310 @395930,57319,CEFF34FEA603,-50,-460,934
19/07/2020 22:26:47.459,938913,AM1V310 @395930,57326,9BFF61FE9E03,-101,-415,926
19/07/2020 22:26:47.517,938970,AM1V310 @395930,57332,FEFFB6FD2E03,-2,-586,814
19/07/2020 22:26:47.546,939000,AM1V310 @395930,57338,64FFEFFD7703,-156,-529,887
19/07/2020 22:26:47.607,939061,AM1V310 @395930,57344,E2FF3CFEC803,-30,-452,968
19/07/2020 22:26:47.667,939121,AM1V310 @395930,57351,B7FFFAFD3A03,-73,-518,826
19/07/2020 22:26:47.697,939150,AM1V310 @395930,57357,F7FF6BFEBC03,-9,-405,956
19/07/2020 22:26:47.757,939210,AM1V310 @395930,57363,E7FF93FEDD03,-25,-365,989
19/07/2020 22:26:47.817,939270,AM1V310 @395930,57369,CEFF29FE7B04,-50,-471,1147
19/07/2020 22:26:47.846,939300,AM1V310 @395930,57376,9D005BFE3503,157,-421,821
19/07/2020 22:26:47.907,939360,AM1V310 @395930,57382,5A0011FE9503,90,-495,917
19/07/2020 22:26:47.967,939421,AM1V310 @395930,57388,B90068FE8103,185,-408,897
19/07/2020 22:26:48.027,939481,AM1V310 @395930,57394,63004CFE3303,99,-436,819
19/07/2020 22:26:48.056,939509,AM1V310 @395930,57401,7A0067FE3803,122,-409,824
19/07/2020 22:26:48.117,939571,AM1V310 @395930,57407,A10045FE8603,161,-443,902
19/07/2020 22:26:48.147,939600,AM1V310 @395930,57413,AC0051FE1404,172,-431,1044
19/07/2020 22:26:48.207,939660,AM1V310 @395930,57419,0100F7FD9802,1,-521,664
19/07/2020 22:26:48.267,939721,AM1V310 @395930,57426,020035FEB703,2,-459,951
19/07/2020 22:26:48.297,939750,AM1V310 @395930,57432,300125FE7403,304,-475,884
19/07/2020 22:26:48.387,939841,AM1V310 @395930,57438,AC0072FEC203,172,-398,962
19/07/2020 22:26:48.416,939869,AM1V310 @395930,57444,9400A8FE8F03,148,-344,911
19/07/2020 22:26:48.447,939901,AM1V310 @395930,57451,C8007EFEA903,200,-386,937
19/07/2020 22:26:48.509,939963,AM1V310 @395930,57457,BA00B6FEAE03,186,-330,942
19/07/2020 22:26:48.567,940021,AM1V310 @395930,57463,8F0071FEB803,143,-399,952
19/07/2020 22:26:48.596,940049,AM1V310 @395930,57469,F400BCFE8C03,244,-324,908
19/07/2020 22:26:48.687,940141,AM1V310 @395930,57476,2A0170FEF902,298,-400,761
19/07/2020 22:26:48.719,940173,AM1V310 @395930,57482,230182FE8E03,291,-382,910
19/07/2020 22:26:48.750,940203,AM1V310 @395930,57488,310175FE8703,305,-395,903
19/07/2020 22:26:48.806,940260,AM1V310 @395930,57494,710199FE9A03,369,-359,922
19/07/2020 22:26:48.867,940321,AM1V310 @395930,57501,6A0183FE7E03,362,-381,894
19/07/2020 22:26:48.897,940350,AM1V310 @395930,57507,450194FEF802,325,-364,760
19/07/2020 22:26:48.957,940410,AM1V310 @395930,57513,860166FE8003,390,-410,896
19/07/2020 22:26:49.048,940502,AM1V310 @395930,57526,EF0125FF2603,495,-219,806
19/07/2020 22:26:49.048,940502,AM1V310 @395930,57519,EA01FFFE2003,490,-257,800
19/07/2020 22:26:49.107,940561,AM1V310 @395930,57532,CC01D7FE5503,460,-297,853
19/07/2020 22:26:49.167,940621,AM1V310 @395930,57538,D101DAFE3103,465,-294,817
19/07/2020 22:26:49.196,940650,AM1V310 @395930,57544,C501E0FE7203,453,-288,882
19/07/2020 22:26:49.257,940710,AM1V310 @395930,57551,AF0107FFD603,431,-249,982
19/07/2020 22:26:49.317,940771,AM1V310 @395930,57557,D701FDFE0D03,471,-259,781
19/07/2020 22:26:49.349,940802,AM1V310 @395930,57563,AD01B5FE0504,429,-331,1029
19/07/2020 22:26:49.408,940861,AM1V310 @395930,57569,9901EAFE6103,409,-278,865
19/07/2020 22:26:49.467,940921,AM1V310 @395930,57576,B501E1FE7103,437,-287,881
19/07/2020 22:26:49.497,940950,AM1V310 @395930,57582,7301EFFE8503,371,-273,901
19/07/2020 22:26:49.559,941013,AM1V310 @395930,57588,5301E8FE4E03,339,-280,846
19/07/2020 22:26:49.617,941071,AM1V310 @395930,57594,66013CFF7B03,358,-196,891
19/07/2020 22:26:49.646,941100,AM1V310 @395930,57601,450159FFB003,325,-167,944
19/07/2020 22:26:49.706,941160,AM1V310 @395930,57607,5401CCFEBC03,340,-308,956
19/07/2020 22:26:49.769,941223,AM1V310 @395930,57613,E70036FFC003,231,-202,960
19/07/2020 22:26:49.799,941252,AM1V310 @395930,57619,E4005DFFD903,228,-163,985
19/07/2020 22:26:49.857,941310,AM1V310 @395930,57626,BA0042FFFF03,186,-190,1023
19/07/2020 22:26:49.917,941371,AM1V310 @395930,57632,4B0025FF9503,75,-219,917
19/07/2020 22:26:49.949,941402,AM1V310 @395930,57638,A00078FF3A04,160,-136,1082
19/07/2020 22:26:50.006,941460,AM1V310 @395930,57644,F5FF4EFF0F04,-11,-178,1039
19/07/2020 22:26:50.070,941524,AM1V310 @395930,57651,78005BFF0F04,120,-165,1039
19/07/2020 22:26:50.100,941553,AM1V310 @395930,57657,B5FF31FF1104,-75,-207,1041
19/07/2020 22:26:50.157,941610,AM1V310 @395930,57663,0F009FFFF003,15,-97,1008
19/07/2020 22:26:50.217,941671,AM1V310 @395930,57669,180057FF1504,24,-169,1045
19/07/2020 22:26:50.246,941700,AM1V310 @395930,57676,030038FFCA03,3,-200,970
19/07/2020 22:26:50.306,941760,AM1V310 @395930,57682,F2FF30FFD903,-14,-208,985
19/07/2020 22:26:50.367,941821,AM1V310 @395930,57688,580006FFCB03,88,-250,971
19/07/2020 22:26:50.399,941852,AM1V310 @395930,57694,220005FFF103,34,-251,1009
19/07/2020 22:26:50.456,941909,AM1V310 @395930,57701,390013FFBF03,57,-237,959
19/07/2020 22:26:50.516,941970,AM1V310 @395930,57707,31004AFF0A04,49,-182,1034
19/07/2020 22:26:50.546,941999,AM1V310 @395930,57713,6400F5FEF603,100,-267,1014
19/07/2020 22:26:50.607,942061,AM1V310 @395930,57719,2700CFFEE903,39,-305,1001
19/07/2020 22:26:50.666,942120,AM1V310 @395930,57726,7F0021FF0904,127,-223,1033
19/07/2020 22:26:50.695,942149,AM1V310 @395930,57732,AE00F6FECC03,174,-266,972
19/07/2020 22:26:50.756,942210,AM1V310 @395930,57738,B30059FF7E03,179,-167,894
19/07/2020 22:26:50.816,942270,AM1V310 @395930,57744,57011DFF6F03,343,-227,879
19/07/2020 22:26:50.846,942300,AM1V310 @395930,57751,420100FF6603,322,-256,870
19/07/2020 22:26:50.906,942360,AM1V310 @395930,57757,760178FF0303,374,-136,771
19/07/2020 22:26:50.966,942420,AM1V310 @395930,57763,E701B4FFB003,487,-76,944
19/07/2020 22:26:50.996,942449,AM1V310 @395930,57769,F00132FF3F02,496,-206,575
19/07/2020 22:26:51.056,942510,AM1V310 @395930,57776,4A023FFF8503,586,-193,901
19/07/2020 22:26:51.147,942601,AM1V310 @395930,57782,D80151FF7003,472,-175,880
19/07/2020 22:26:51.170,942623,AM1V310 @395930,57788,E90128FFBB03,489,-216,955
19/07/2020 22:26:51.207,942660,AM1V310 @395930,57794,7601C4FED503,374,-316,981
19/07/2020 22:26:51.266,942720,AM1V310 @395930,57801,D90146FF8803,473,-186,904
19/07/2020 22:26:51.297,942751,AM1V310 @395930,57807,D10136FF6103,465,-202,865
19/07/2020 22:26:51.357,942810,AM1V310 @395930,57813,D4012DFFA403,468,-211,932
19/07/2020 22:26:51.417,942871,AM1V310 @395930,57819,AC014CFFC503,428,-180,965
19/07/2020 22:26:51.450,942903,AM1V310 @395930,57826,8601FDFE7A03,390,-259,890
19/07/2020 22:26:51.510,942964,AM1V310 @395930,57832,C00145FF7C03,448,-187,892
19/07/2020 22:26:51.566,943020,AM1V310 @395930,57838,B00155FF4C03,432,-171,844
19/07/2020 22:26:51.596,943050,AM1V310 @395930,57844,CC012FFF6503,460,-209,869
19/07/2020 22:26:51.659,943113,AM1V310 @395930,57851,2E01A6FEDF02,302,-346,735
19/07/2020 22:26:51.717,943171,AM1V310 @395930,57857,E20168FF5E03,482,-152,862
19/07/2020 22:26:51.747,943200,AM1V310 @395930,57863,1802FAFE4E03,536,-262,846
19/07/2020 22:26:51.807,943261,AM1V310 @395930,57869,CE0126FFC503,462,-218,965
19/07/2020 22:26:51.867,943321,AM1V310 @395930,57876,170285FF0A03,535,-123,778
19/07/2020 22:26:51.897,943351,AM1V310 @395930,57882,8602F3FECB03,646,-269,971
19/07/2020 22:26:51.956,943409,AM1V310 @395930,57888,DC0186FE9403,476,-378,916
19/07/2020 22:26:52.017,943471,AM1V310 @395930,57894,BA01C7FE5903,442,-313,857
19/07/2020 22:26:52.048,943501,AM1V310 @395930,57901,3702A0FF3F03,567,-96,831
19/07/2020 22:26:52.107,943561,AM1V310 @395930,57907,F90106FF1303,505,-250,787
19/07/2020 22:26:52.167,943621,AM1V310 @395930,57913,2E02BEFE6303,558,-322,867
19/07/2020 22:26:52.196,943650,AM1V310 @395930,57919,D001FEFE0703,464,-258,775
19/07/2020 22:26:52.257,943711,AM1V310 @395930,57926,210206FF4703,545,-250,839
19/07/2020 22:26:52.317,943771,AM1V310 @395930,57932,B901C2FE5303,441,-318,851
19/07/2020 22:26:52.347,943800,AM1V310 @395930,57938,EE01F5FE9103,494,-267,913
19/07/2020 22:26:52.406,943860,AM1V310 @395930,57944,A1012AFF7203,417,-214,882
19/07/2020 22:26:52.467,943921,AM1V310 @395930,57951,8F013AFF8F03,399,-198,911
19/07/2020 22:26:52.497,943951,AM1V310 @395930,57957,420111FF8D03,322,-239,909
19/07/2020 22:26:52.556,944010,AM1V310 @395930,57963,3E0149FFB403,318,-183,948
19/07/2020 22:26:52.617,944071,AM1V310 @395930,57969,000155FFE503,256,-171,997
19/07/2020 22:26:52.647,944100,AM1V310 @395930,57976,00012BFF8C04,256,-213,1164
19/07/2020 22:26:52.709,944163,AM1V310 @395930,57982,090133FF4B03,265,-205,843
19/07/2020 22:26:52.767,944221,AM1V310 @395930,57988,090142FF5204,265,-190,1106
19/07/2020 22:26:52.796,944249,AM1V310 @395930,57994,CD003EFFBE03,205,-194,958
19/07/2020 22:26:52.857,944311,AM1V310 @395930,58001,F6007AFF0B04,246,-134,1035
19/07/2020 22:26:52.917,944371,AM1V310 @395930,58007,20014FFFE103,288,-177,993
19/07/2020 22:26:52.947,944401,AM1V310 @395930,58013,2D0168FFC503,301,-152,965
19/07/2020 22:26:53.007,944460,AM1V310 @395930,58019,0C0140FF9C03,268,-192,924
19/07/2020 22:26:53.067,944521,AM1V310 @395930,58026,F70043FFAB03,247,-189,939
19/07/2020 22:26:53.097,944551,AM1V310 @395930,58032,B9008EFFA203,185,-114,930
19/07/2020 22:26:53.157,944610,AM1V310 @395930,58038,D700AAFF0604,215,-86,1030
19/07/2020 22:26:53.217,944671,AM1V310 @395930,58044,6300BBFF1704,99,-69,1047
19/07/2020 22:26:53.247,944700,AM1V310 @395930,58051,650083FFE203,101,-125,994
19/07/2020 22:26:53.306,944760,AM1V310 @395930,58057,3A001F002204,58,31,1058
19/07/2020 22:26:53.366,944820,AM1V310 @395930,58063,A50061FFDF03,165,-159,991
19/07/2020 22:26:53.397,944851,AM1V310 @395930,58069,C900D2FFF803,201,-46,1016
19/07/2020 22:26:53.486,944939,AM1V310 @395930,58076,1900D7FFCD03,25,-41,973
19/07/2020 22:26:53.515,944969,AM1V310 @395930,58082,9D0046FF9803,157,-186,920
19/07/2020 22:26:53.546,945000,AM1V310 @395930,58088,F9015EFFCE03,505,-162,974
19/07/2020 22:26:53.606,945060,AM1V310 @395930,58094,2001D7FF9203,288,-41,914
19/07/2020 22:26:53.667,945121,AM1V310 @395930,58101,9301A2FF3E03,403,-94,830
19/07/2020 22:26:53.696,945150,AM1V310 @395930,58107,34013B00FC03,308,59,1020
19/07/2020 22:26:53.759,945213,AM1V310 @395930,58113,CD0153FF1903,461,-173,793
19/07/2020 22:26:53.817,945271,AM1V310 @395930,58119,1F02ADFFAA03,543,-83,938
19/07/2020 22:26:53.847,945300,AM1V310 @395930,58126,1A02D0FFD703,538,-48,983
19/07/2020 22:26:53.907,945361,AM1V310 @395930,58132,3201B1FF8003,306,-79,896
19/07/2020 22:26:53.969,945423,AM1V310 @395930,58138,F400C8FFC803,244,-56,968
19/07/2020 22:26:54.000,945453,AM1V310 @395930,58144,0101CEFFF803,257,-50,1016
19/07/2020 22:26:54.057,945511,AM1V310 @395930,58151,0901B4FFAF03,265,-76,943
19/07/2020 22:26:54.117,945571,AM1V310 @395930,58157,3001D2FFF003,304,-46,1008
19/07/2020 22:26:54.147,945601,AM1V310 @395930,58163,CD006BFFCD03,205,-149,973
19/07/2020 22:26:54.207,945661,AM1V310 @395930,58169,2B019CFF1A04,299,-100,1050
19/07/2020 22:26:54.267,945721,AM1V310 @395930,58176,A70095FFED03,167,-107,1005
19/07/2020 22:26:54.297,945751,AM1V310 @395930,58182,A800B9FF3304,168,-71,1075
19/07/2020 22:26:54.357,945810,AM1V310 @395930,58188,810086FFD503,129,-122,981
19/07/2020 22:26:54.417,945871,AM1V310 @395930,58194,860055FFDB03,134,-171,987
19/07/2020 22:26:54.446,945900,AM1V310 @395930,58201,9C009AFFED03,156,-102,1005
19/07/2020 22:26:54.507,945960,AM1V310 @395930,58207,A10085FFD903,161,-123,985
19/07/2020 22:26:54.567,946021,AM1V310 @395930,58213,950092FFB703,149,-110,951
19/07/2020 22:26:54.597,946050,AM1V310 @395930,58219,EC0084FFCA03,236,-124,970
19/07/2020 22:26:54.657,946110,AM1V310 @395930,58226,920091FFAC03,146,-111,940
19/07/2020 22:26:54.716,946170,AM1V310 @395930,58232,2D00BDFF5404,45,-67,1108
19/07/2020 22:26:54.746,946200,AM1V310 @395930,58238,28FFDDFF7904,-216,-35,1145
19/07/2020 22:26:54.807,946261,AM1V310 @395930,58244,FBFF6EFF8C04,-5,-146,1164
19/07/2020 22:26:54.867,946321,AM1V310 @395930,58251,CAFEEAFF2903,-310,-22,809
19/07/2020 22:26:54.996,946450,AM1V310 @395930,58257,DC007CFFE202,220,-132,738
19/07/2020 22:26:55.018,946471,AM1V310 @395930,58263,AD017EFFAC02,429,-130,684
19/07/2020 22:26:55.034,946488,AM1V310 @395930,58269,7D029A000A04,637,154,1034
19/07/2020 22:26:55.144,946599,AM1V310 @395930,58276,46030001B404,838,256,1204
19/07/2020 22:26:55.144,946599,AM1V310 @395930,58282,DA033F00BC03,986,63,956
19/07/2020 22:26:55.170,946623,AM1V310 @395930,58288,CB0203004203,715,3,834
19/07/2020 22:26:55.200,946654,AM1V310 @395930,58294,26022D003403,550,45,820
19/07/2020 22:26:55.256,946710,AM1V310 @395930,58301,7A011F006E03,378,31,878
19/07/2020 22:26:55.317,946771,AM1V310 @395930,58307,44012C00F303,324,44,1011
19/07/2020 22:26:55.346,946800,AM1V310 @395930,58313,CF001800FA03,207,24,1018
19/07/2020 22:26:55.406,946860,AM1V310 @395930,58319,9300EAFFF603,147,-22,1014
19/07/2020 22:26:55.467,946921,AM1V310 @395930,58326,5600D4FFDC03,86,-44,988
19/07/2020 22:26:55.500,946953,AM1V310 @395930,58332,3400ABFFB403,52,-85,948
