sr_no,HostTimestamp,NodeTimestamp_x,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y_dps,Z_dps,move_type
1,156162,29922,21,-75,1126,-289,-429,-105,9.6,0,14.1,D
2,156222,29928,-74,-111,1162,-282,-430,-102,2.1,19.6,23.1,D
3,156282,29935,-99,-98,1296,-277,-426,-108,-11.8,58.6,18.9,D
4,156311,29941,-150,-120,1037,-268,-414,-132,-17.2,50.5,31.2,D
5,156371,29947,-325,-116,1059,-250,-409,-141,-19.6,35.8,31.6,D
6,156431,29953,-352,-146,895,-240,-400,-147,2.9,16.1,9.3,D
7,156462,29960,-224,-79,1081,-252,-405,-147,35.4,-19.6,-4.1,D
8,156522,29966,-195,-89,1184,-261,-403,-132,0.7,3.2,2.6,D
9,156582,29972,-178,-75,1063,-265,-411,-141,4.2,1.8,3.3,D
10,156611,29978,-194,-87,1040,-258,-405,-144,-0.8,-1.7,5.1,D
11,156671,29985,-229,-94,989,-258,-409,-142,-0.9,-5.2,3.2,D
12,156732,29991,-182,-86,951,-258,-409,-142,-0.9,-5.2,3.2,D
13,156761,29997,-203,-87,960,-253,-409,-133,-1.5,0.1,1.2,D
14,156822,30003,-176,-76,1003,-247,-406,-130,5.7,-5.6,-0.5,D
15,156881,30010,-162,-80,1015,-253,-417,-126,4.2,-5.6,0.2,D
16,156911,30016,-148,-63,1019,-256,-414,-130,-3.2,-2.6,1.4,D
17,156972,30022,-173,-73,939,-259,-411,-129,-1.5,1.8,4.2,D
18,157032,30028,-187,-83,990,-255,-417,-129,0.1,-0.7,1.8,D
19,157061,30035,-179,-83,959,-253,-409,-127,3,0.7,1.6,D
20,157121,30041,-196,-77,1046,-253,-408,-126,7.3,-2.4,0,D
21,157182,30047,-167,-73,1007,-258,-406,-130,2.1,-3.7,-0.5,D
22,157211,30053,-165,-74,1009,-256,-414,-129,1.9,-4.2,0,D
23,157272,30060,-142,-78,975,-256,-408,-123,-2.5,-2.5,0.2,D
24,157332,30066,-154,-79,1014,-261,-414,-123,1.5,-1.6,0.3,D
25,157362,30072,-168,-77,990,-253,-405,-124,-0.7,-0.2,1.7,D
26,157422,30078,-198,-77,999,-255,-414,-124,1.3,-3.1,0,D
27,157482,30085,-188,-71,992,-256,-409,-124,-0.6,-1.5,-1,D
28,157511,30091,-148,-68,1003,-270,-415,-117,4.7,-7.1,-2.8,D
29,157571,30097,-144,-72,1013,-264,-412,-118,0.5,-3.8,-1.4,D
30,157632,30103,-140,-68,998,-267,-411,-123,3.2,-6,-0.9,D
31,157661,30110,-124,-60,1023,-271,-415,-123,4.1,-8,-1.4,D
32,157721,30116,-121,-59,1053,-264,-409,-120,-1.5,-3.2,0.7,D
33,157804,30122,-145,-65,987,-264,-409,-120,-1.5,-3.2,0.7,D
34,157811,30128,-140,-74,1011,-259,-420,-130,-2.8,-4.6,2.1,D
35,157871,30135,-120,-77,1006,-265,-423,-123,-3.2,-3.2,3,D
36,157931,30141,-124,-92,989,-267,-423,-121,-3.7,-3.2,1.7,D
37,157961,30147,-120,-92,999,-267,-417,-115,0.3,-2.1,1.4,D
38,158021,30153,-125,-88,1003,-267,-420,-109,-3,-1.7,1.6,D
39,158081,30160,-114,-78,983,-271,-426,-115,-3,-1.7,1.6,D
40,158111,30166,-123,-75,1039,-256,-429,-108,-0.4,-2.5,2,D
41,158171,30172,-125,-77,1002,-258,-417,-109,-3.5,0.7,3,D
42,158232,30178,-113,-86,983,-258,-415,-121,-0.5,-0.9,2.3,D
43,158261,30185,-117,-96,1015,-258,-421,-114,-0.6,0.9,2.8,D
44,158322,30191,-134,-99,996,-255,-429,-126,1.1,-1.2,1.4,D
45,158382,30197,-108,-87,1019,-261,-426,-117,-1.8,-1.1,1.4,D
46,158411,30203,-135,-94,1014,-264,-420,-117,0,-2.2,2.5,D
47,158471,30210,-129,-87,988,-249,-421,-118,0.4,-0.9,2.2,D
48,158532,30216,-112,-84,1017,-264,-424,-111,2.7,-4.2,1.4,D
49,158561,30222,-116,-87,1019,-247,-418,-117,3.4,-3,1.8,D
50,158622,30228,-98,-78,1027,-265,-432,-112,0.5,-4.7,2.9,D
51,158682,30235,-90,-74,1050,-256,-426,-108,-2.5,-3.2,4.5,D
52,158711,30241,-108,-88,1006,-258,-421,-106,-6.1,-3.7,6,D
53,158772,30247,-106,-83,1030,-261,-426,-105,-4.6,-5.3,6.9,D
54,158833,30253,-91,-90,1051,-249,-430,-115,-7.1,-4.9,7.4,D
55,158862,30260,-91,-77,1049,-250,-432,-117,-0.9,-3.6,8.4,D
56,158922,30266,23,-34,1030,-240,-432,-108,-1.2,-12.6,11.4,D
1,1994731,261140,-95,-927,-128,333,-205,-226,-0.4,-4,1.7,D
2,1994792,261146,-29,-927,-116,337,-210,-216,1.4,-1.7,-0.2,D
3,1994852,261153,-41,-937,-65,330,-204,-225,4.7,-9.5,-1.7,D
4,1994881,261159,-93,-982,-103,321,-205,-225,2.9,-7.2,6.5,D
5,1994942,261165,-99,-974,-87,325,-204,-234,7.2,-7.4,1.2,D
6,1995002,261171,-8,-965,-107,324,-216,-237,6,-3.7,1.1,D
7,1995031,261178,-61,-988,-104,321,-202,-240,8.6,-4.3,-2.8,D
8,1995092,261184,-63,-987,-98,312,-205,-249,7.4,-3.9,1.8,D
9,1995152,261190,-83,-1015,-48,315,-211,-256,13.4,-9.3,-1.1,D
10,1995181,261196,-42,-1009,-42,307,-216,-261,10.2,-3.2,-1.4,D
11,1995242,261203,-77,-1009,-12,303,-213,-274,2.8,2.1,5.3,D
12,1995302,261209,-55,-933,-15,306,-211,-262,3.7,-1.5,3.1,D
13,1995332,261215,-78,-985,-64,306,-204,-265,9.5,-1.8,3.5,D
14,1995391,261221,-76,-992,4,298,-207,-276,10.3,3.5,-4,D
15,1995454,261228,-7,-955,-40,301,-216,-279,8.3,0.4,-6.3,D
16,1995481,261234,-87,-971,-56,298,-214,-280,5.8,-2.5,-2.4,D
17,1995541,261240,-95,-995,7,297,-220,-286,13.9,-4.9,-8.4,D
18,1995601,261246,-69,-1001,50,285,-223,-286,-2.2,10.8,-8.3,D
19,1995631,261253,-14,-992,40,294,-226,-286,-6,4.8,-10.8,D
20,1995692,261259,-92,-1029,-59,306,-226,-282,-3.9,3.6,-14.9,D
21,1995752,261265,-22,-1027,-1,289,-234,-279,-3.2,10.8,-15.2,D
22,1995782,261271,40,-992,-31,292,-234,-276,-1.4,7.2,-13.1,D
23,1995842,261278,3,-1004,-31,292,-238,-286,9.8,-1.9,0.1,D
24,1995901,261284,-32,-997,-30,291,-241,-297,8.5,-2.8,-6,D
25,1995931,261290,-9,-998,20,289,-249,-306,13,-0.6,-2.3,D
26,1995992,261296,7,-1012,47,286,-247,-312,17.8,-4.8,-6,D
27,1996082,261303,-15,-1005,53,280,-249,-312,8.8,-2.6,-3.5,D
28,1996113,261309,-3,-1014,66,283,-256,-313,11.5,-1.2,-3.7,D
29,1996142,261315,34,-1027,178,270,-252,-325,6.1,-1.4,-4.3,D
30,1996202,261321,-6,-995,116,276,-250,-328,-12.3,9.3,0,D
31,1996231,261328,23,-1046,103,276,-250,-328,3.3,7.7,-16.7,D
32,1996292,261334,115,-960,58,279,-258,-312,-16.8,-3,-5.1,D
33,1996352,261340,13,-993,5,283,-256,-306,-19.2,13.4,10.1,D
34,1996382,261346,27,-1004,13,273,-259,-315,0.2,-14,-12.1,D
35,1996442,261353,41,-1037,73,279,-261,-304,-9.1,1.8,2.3,D
36,1996502,261359,67,-1024,3,285,-262,-309,-13.5,-1.5,0.2,D
37,1996532,261365,95,-1008,89,274,-253,-306,-14.4,14.4,16.9,D
38,1996592,261371,-42,-1033,-21,282,-249,-309,-15.4,7.9,17.2,D
39,1996652,261378,22,-1022,46,277,-234,-303,-4.6,3.9,3.7,D
40,1996682,261384,-28,-990,-38,279,-237,-301,-18.7,6.8,5.1,D
41,1996742,261390,38,-993,53,283,-240,-288,-8,8.6,7.7,D
42,1996802,261396,-12,-989,-22,289,-229,-295,-10.4,4.1,4.4,D
43,1996831,261403,11,-958,-15,280,-226,-295,-5.1,2.6,7.4,D
44,1996892,261409,-61,-985,-16,282,-225,-292,0.2,8.4,15.2,D
45,1996952,261415,-3,-1000,13,279,-225,-285,15.4,2.4,-4,D
46,1996982,261421,15,-1059,36,277,-222,-297,-2.3,-2.2,-2.3,D
47,1997041,261428,-26,-1029,-70,277,-223,-295,-11.7,0.2,10.4,D
48,1997107,261434,10,-1013,-29,264,-232,-294,15.4,-6,-8,D
49,1997135,261440,-10,-1100,68,267,-223,-300,-6.3,-4.2,1.8,D
50,1997191,261446,-74,-1099,-54,267,-223,-294,-11.4,-4.9,-0.3,D
51,1997251,261453,71,-1014,13,276,-229,-300,-7.3,2.8,-3.5,D
52,1997281,261459,16,-995,-26,276,-234,-294,-8.7,-1.7,-1.9,D
53,1997342,261465,-17,-974,-72,280,-229,-285,-6.2,-2.5,4.2,D
54,1997401,261471,-54,-1028,-40,274,-234,-283,-0.4,-1.7,6.5,D
55,1997431,261478,29,-998,-22,276,-223,-291,-2.4,2.3,-0.7,D
56,1997492,261484,-6,-1030,25,283,-222,-289,-0.7,1.4,1.2,D
57,1997551,261490,-16,-995,-22,276,-226,-292,-3.8,0.9,-0.5,D
58,1997581,261496,-23,-1004,-13,277,-232,-304,-6.3,1.3,4.8,D
59,1997643,261503,-57,-985,-64,279,-226,-282,-3.9,-1.4,-0.7,D
60,1997701,261509,-57,-985,-64,268,-228,-285,1.8,0.4,-1.2,D
61,1997741,261515,-7,-1018,-12,274,-229,-292,-3.9,3,1.8,D
62,1997791,261521,-30,-998,-32,276,-223,-283,-2,2.3,3.2,D
63,1997851,261528,-28,-1001,-26,279,-220,-294,-1.7,1.4,0.6,D
64,1997881,261534,-7,-1003,-20,273,-213,-295,-1.4,2.1,2.8,D
65,1997942,261540,-68,-1016,-56,279,-226,-288,1.3,0.1,0.8,D
66,1998002,261546,-67,-1020,-40,276,-222,-286,-0.8,5.6,2.1,D
67,1998031,261553,-38,-1006,-40,280,-223,-286,-2.1,3,1.8,D
68,1998092,261559,-24,-990,-6,271,-211,-295,0,4.2,-0.9,D
1,186223,33678,-156,114,1106,-309,-396,-148,-31.5,0.6,8.8,D
2,186251,33685,-234,20,937,-298,-387,-138,-35.1,-1.6,18.5,D
3,186312,33691,-270,-35,967,-283,-393,-150,-21.8,3,14.7,D
4,186372,33697,-301,-67,940,-283,-393,-150,-11.2,-18.6,5.1,D
5,186401,33703,-236,-70,841,-276,-394,-150,-4.6,-3.9,-0.1,D
6,186462,33710,-215,-48,934,-274,-393,-150,11.3,-11.7,-2.3,D
7,186523,33716,-222,-22,988,-292,-400,-145,18.2,-10.9,-4.4,D
8,186552,33722,-194,18,1039,-288,-405,-138,11.1,-7.3,-4.6,D
9,186612,33728,-169,37,1029,-291,-414,-132,9.2,-19,-3.2,D
10,186673,33735,-139,44,1008,-297,-406,-126,2.3,-5.6,-2.3,D
11,186702,33741,-129,33,991,-297,-405,-127,-0.7,0.2,0.4,D
12,186762,33747,-160,27,1039,-294,-408,-135,2.1,-6,1.6,D
13,186822,33753,-140,21,987,-295,-403,-123,-5.1,2.5,2.6,D
14,186852,33760,-180,16,986,-295,-405,-133,1.4,1.2,3.5,D
15,186912,33766,-152,20,1013,-300,-402,-127,0.7,1.8,2,D
16,186971,33772,-152,20,1013,-297,-411,-130,-0.3,2.3,2.4,D
17,187002,33778,-162,5,996,-292,-411,-130,1.9,1.8,2.5,D
18,187063,33785,-181,15,1016,-288,-412,-132,3.3,-2,1.3,D
19,187123,33791,-177,33,1010,-300,-409,-135,-0.2,0.4,1.2,D
20,187152,33797,-172,42,1002,-294,-402,-129,-0.8,1.4,2.3,D
21,187212,33803,-168,25,1006,-294,-403,-130,1,-0.2,2.3,D
22,187272,33810,-157,15,1009,-294,-415,-123,-1.1,0.7,2.2,D
23,187302,33816,-176,3,996,-301,-405,-127,0.7,0.2,2.2,D
24,187362,33822,-181,14,1009,-289,-405,-127,-0.2,0.2,1.2,D
25,187422,33828,-201,20,1014,-300,-414,-133,0,-0.7,-0.3,D
26,187451,33835,-198,26,1010,-301,-408,-135,-1.2,-2,0.1,D
27,187512,33841,-156,27,1015,-291,-397,-135,-1.3,-2.2,0.6,D
28,187572,33847,-166,13,1019,-297,-403,-126,-4.4,-2.3,2.2,D
29,187601,33853,-166,13,1019,-292,-397,-127,-3.1,-2.1,0.6,D
30,187662,33860,-153,6,978,-294,-409,-142,1.6,-1.8,0.9,D
31,187722,33866,-167,3,1016,-301,-403,-133,1.8,-3.5,1.1,D
32,187752,33872,-171,1,1016,-289,-408,-126,5.8,-5.2,-0.5,D
33,187812,33878,-156,13,1003,-292,-400,-127,7.9,-10.7,0.4,D
34,187903,33885,-156,13,1003,-292,-400,-127,6.7,-10.3,1,D
35,187903,33891,-156,13,1003,-292,-400,-127,9.6,-16,2.8,D
1,2083171,272196,-62,-902,-94,327,-193,-238,0.3,-3,3.9,D
2,2083231,272203,-26,-900,-64,324,-190,-231,3.2,-2.5,4.2,D
3,2083291,272209,-87,-923,-67,319,-195,-226,3.8,-7.7,7.2,D
4,2083321,272215,-50,-952,-5,313,-189,-237,5.3,-3,6.5,D
5,2083381,272221,-70,-950,-15,313,-189,-237,4.7,-16.1,-2.1,D
6,2083441,272228,-46,-961,-53,306,-183,-249,6,2.6,5.6,D
7,2083471,272234,-57,-965,-47,315,-192,-255,14,-12.9,1.6,D
8,2083531,272240,-132,-987,-83,307,-198,-253,-4,-3.6,-0.7,D
9,2083592,272246,-108,-981,-26,300,-184,-253,-2.9,6.8,12.5,D
10,2083621,272253,-133,-974,-100,310,-184,-253,3.5,-7.3,2.2,D
11,2083682,272259,-83,-965,-21,300,-181,-256,0.6,-2.1,12.5,D
12,2083771,272265,-202,-942,-70,298,-178,-265,5.4,-9.8,7.2,D
13,2083799,272271,-133,-961,2,285,-172,-279,11,-7,7,D
14,2083831,272278,-175,-985,-21,289,-177,-270,7.4,0,-1.1,D
15,2083891,272284,-118,-960,32,289,-187,-286,5.2,-4.5,-13.3,D
16,2083921,272290,-74,-969,-10,285,-183,-277,-1.3,-2.1,-14.1,D
17,2083981,272296,-139,-978,-57,271,-201,-297,6.7,-6.8,-19.6,D
18,2084101,272303,106,-982,109,279,-208,-289,14.2,-1.4,-27,D
19,2084137,272309,-33,-999,-34,279,-208,-289,-3.1,-19.5,-29.1,D
20,2084138,272315,-33,-999,-34,279,-231,-301,31.3,-18,-57.1,D
21,2084191,272321,158,-1032,94,277,-250,-318,30.7,3.7,-46.7,D
22,2084221,272328,-22,-1090,130,265,-252,-330,10.5,13.3,-23.1,D
23,2084281,272334,195,-1048,192,267,-250,-334,15.2,5.8,-17.8,D
24,2084341,272340,114,-1063,124,265,-252,-330,-2.7,5.4,8,D
25,2084371,272346,-1,-1063,141,262,-250,-339,-15.1,1,17.7,D
26,2084431,272353,82,-982,100,268,-252,-327,-1.2,-16.5,3.3,D
27,2084491,272359,10,-1019,119,264,-250,-334,-8.4,-10.7,21,D
28,2084521,272365,4,-1016,58,256,-244,-339,9.8,-10,1,D
29,2084580,272371,24,-1043,49,256,-244,-339,4.4,-6.9,3.9,D
30,2084641,272378,-27,-1064,-50,262,-249,-333,9.3,-17.9,-4.4,D
31,2084671,272384,84,-1074,39,261,-255,-339,2.3,-8.1,-0.8,D
32,2084731,272390,55,-1056,40,255,-253,-334,-6.4,-3.8,6,D
33,2084791,272396,-52,-1047,58,253,-255,-337,6.5,-0.9,-4.5,D
34,2084821,272403,46,-1028,39,262,-258,-331,-3.9,-2.5,-0.3,D
35,2084881,272409,-2,-1052,79,256,-253,-337,-1.6,2.2,6.8,D
36,2084941,272415,66,-1017,114,258,-255,-343,0.3,-2.8,-2.9,D
37,2084971,272421,27,-1011,83,265,-256,-331,-5.1,-0.7,2.9,D
38,2085031,272428,-37,-992,59,261,-250,-342,-4.2,0,-2.1,D
39,2085091,272434,86,-998,113,259,-255,-343,-3.9,-0.6,-1.6,D
40,2085128,272440,6,-1001,66,253,-256,-342,-7,-0.7,1.9,D
41,2085181,272446,18,-1012,80,265,-267,-342,-3.9,-0.2,-1.2,D
42,2085241,272453,23,-1002,80,258,-259,-330,-3.4,0.6,-1.1,D
43,2085271,272459,36,-1002,92,262,-252,-331,-1.6,1.8,-1.1,D
44,2085331,272465,12,-996,66,259,-253,-336,-0.9,0.4,0.7,D
45,2085391,272471,29,-1013,117,262,-258,-337,0.7,6,0.2,D
46,2085421,272478,40,-997,64,253,-261,-343,-4.2,2.3,3,D
47,2085481,272484,13,-1009,68,264,-259,-334,-0.2,2.8,2.4,D
0,209663,36610,73,-141,1287,-247,-448,-94,16.7,14.7,-3.7,D
1,209713,36616,52,-153,1162,-246,-450,-99,3.2,18.1,-0.4,D
2,209772,36622,37,-132,1028,-244,-441,-103,-4.2,10,4.3,D
3,209802,36628,-7,-126,991,-247,-444,-102,-2.5,8,4.6,D
4,209863,36635,-5,-115,990,-249,-438,-106,-9.8,12.8,6.3,D
5,209922,36641,-31,-141,921,-249,-436,-112,-3.8,16.1,5.5,D
6,209952,36647,-68,-154,1057,-246,-430,-106,2.1,8.1,5.5,D
7,210013,36653,-45,-153,1047,-238,-424,-114,5.8,2.5,4.6,D
8,210073,36660,-34,-155,1056,-246,-442,-120,2.9,-4,5.1,D
9,210102,36666,-48,-161,984,-235,-436,-115,-3,1.4,6,D
10,210163,36672,-63,-168,970,-235,-436,-111,0.4,-2.7,2.7,D
11,210223,36678,-56,-159,990,-234,-436,-120,5.5,-1.6,0.6,D
12,210252,36685,-58,-147,1027,-237,-436,-111,3.9,-1.6,0.3,D
13,210312,36691,-48,-137,1007,-247,-435,-108,-0.2,-2.3,-0.5,D
14,210373,36697,-27,-134,992,-244,-438,-111,0.7,-4.2,0.3,D
15,210402,36703,-22,-129,992,-240,-435,-99,0,0.4,0.7,D
16,210463,36710,-31,-130,986,-252,-438,-106,1.8,1.6,1.6,D
17,210553,36716,-50,-135,991,-246,-427,-109,2.1,1.1,2.3,D
18,210553,36722,-50,-135,991,-246,-427,-109,0.3,2.6,2.3,D
19,210612,36728,-64,-141,994,-246,-427,-109,2.4,-0.9,1.8,D
20,210672,36735,-27,-134,998,-247,-432,-105,5,-3.1,0.9,D
21,210702,36741,-17,-134,996,-249,-436,-105,6.2,-7.8,1.6,D
22,210762,36747,-23,-125,1030,-247,-439,-99,7.7,-5.3,1.1,D
23,210823,36753,-30,-117,1009,-250,-439,-102,-1.1,1.4,1.8,D
24,210851,36760,-37,-122,1001,-253,-436,-94,1.3,-0.2,0.3,D
25,210913,36766,-36,-110,998,-240,-439,-102,4.4,-0.9,0.5,D
26,210972,36772,-27,-101,1038,-250,-445,-100,1.4,-2.4,1.2,D
27,211002,36778,-10,-100,1011,-253,-444,-99,-2.1,0.1,1.8,D
28,211063,36785,-17,-115,1003,-252,-438,-99,-0.8,-0.4,1.6,D
29,211123,36791,-21,-119,999,-246,-436,-106,0.4,-0.7,1.3,D
30,211151,36797,-32,-118,1009,-249,-438,-102,0.1,-0.1,0.5,D
31,211212,36803,-36,-122,998,-252,-447,-100,1.1,-1.1,-0.4,D
32,211271,36810,-15,-104,1026,-246,-441,-102,0.9,-1.4,-0.6,D
33,211301,36816,-15,-114,1009,-258,-441,-96,2.5,-3.5,-0.1,D
34,211361,36822,-25,-109,987,-261,-432,-96,1.7,-5.8,0.6,D
35,211422,36828,-1,-105,1013,-258,-439,-99,8.4,-10.5,0,D
36,211451,36835,-5,-112,1027,-253,-444,-97,-1.1,-1.9,1.6,D
37,211512,36841,-7,-118,977,-253,-444,-97,-0.9,-1.7,1,D
38,211572,36847,-13,-105,970,-261,-450,-93,9.2,-10.1,-0.2,D
39,211602,36853,38,-87,988,-255,-442,-87,20.1,-17.6,0.9,D
40,211663,36860,82,-48,1102,-270,-447,-79,14.4,-14.6,1.6,D
1,2111520,275740,-37,-672,-64,319,-178,-226,-2.9,-2.8,9.3,D
2,2111581,275746,-66,-797,75,316,-172,-232,-1.1,3.5,18.6,D
3,2111642,275753,-130,-858,-33,319,-169,-235,-18.1,-13.9,16.2,D
4,2111671,275759,-109,-974,-57,316,-172,-238,5.1,-19.2,10.7,D
5,2111731,275765,-143,-981,54,307,-180,-249,16.7,-25.3,-5.3,D
6,2111791,275771,-74,-955,-175,312,-183,-243,-17,-3.2,15.4,D
7,2111821,275778,-137,-925,-300,309,-180,-246,5.6,-3.9,8.8,D
8,2111881,275784,-191,-972,-32,291,-180,-258,35.1,-20.3,3.4,D
9,2111941,275790,-230,-992,-112,291,-180,-258,33.2,-15.6,-14,D
10,2111971,275796,-220,-1033,93,282,-196,-285,20.1,-2.1,-3.8,D
11,2112030,275803,-194,-1026,-47,282,-196,-285,20.1,-2.1,-3.8,D
12,2112091,275809,-7,-855,116,273,-220,-309,-2.1,0.6,-20,D
13,2112121,275815,202,-825,25,279,-217,-307,26,8.6,-49,D
14,2112181,275821,-40,-1179,116,270,-237,-322,31.8,-12.3,-47.4,D
15,2112254,275828,89,-1350,119,264,-243,-333,27,18.4,-40.5,D
16,2112285,275834,108,-1430,175,247,-253,-334,-0.6,9.3,-3.7,D
17,2112330,275840,-51,-1288,43,265,-238,-331,-33.9,8.8,1.2,D
18,2112390,275846,3,-1010,-52,265,-238,-331,-33.9,8.8,1.2,D
19,2112420,275853,49,-941,-27,274,-244,-318,-22.1,-2.8,7.9,D
20,2112481,275859,-3,-947,-106,280,-244,-306,-14,1.8,5.8,D
21,2112541,275865,31,-1045,-28,273,-243,-304,12.1,-3.8,-5.1,D
22,2112570,275871,35,-1075,-1,280,-249,-304,-8.1,0.6,0.8,D
23,2112631,275878,3,-1008,-29,282,-247,-300,-13.3,-1.1,-1.1,D
24,2112690,275884,6,-997,-41,279,-241,-301,-3.7,2.8,3.6,D
25,2112720,275890,54,-1006,3,276,-244,-292,0,-0.3,-5.3,D
26,2112783,275896,-19,-997,-32,282,-238,-301,-3.8,0.9,4.2,D
27,2112851,275903,4,-997,6,282,-238,-301,0.9,0.9,-7.9,D
28,2112871,275909,-5,-978,-24,276,-247,-300,-2.2,8.1,-0.7,D
29,2112931,275915,71,-985,6,282,-246,-303,-0.5,1.6,-6.2,D
30,2112991,275921,93,-933,-140,280,-255,-297,1.4,-2.2,-7.3,D
31,2113021,275928,85,-1025,46,279,-250,-306,0.6,0.1,-6,D
32,2113081,275934,63,-1027,14,279,-249,-309,-3.7,0.7,2.2,D
33,2113141,275940,24,-1002,-21,277,-256,-310,-0.3,5.8,4,D
34,2113171,275946,123,-976,20,276,-256,-307,5.8,-0.1,-2.8,D
35,2113231,275953,24,-1011,33,273,-250,-310,3.9,0.4,3.8,D
1,352004,54403,115,-25,1065,-280,-456,-66,-13.7,6.6,-3.5,D
2,352032,54410,49,-20,1269,-270,-450,-70,3.9,33.7,7.4,D
3,352094,54416,-144,-57,1103,-264,-453,-79,-6.3,36.6,4.9,D
4,352154,54422,-108,-22,1133,-271,-445,-78,12.8,24.3,-4.5,D
5,352183,54428,-3,-2,1149,-282,-444,-97,21.8,11.4,-8.7,D
6,352243,54435,-18,3,1119,-279,-441,-91,3.3,12.2,-5,D
7,352305,54441,-38,7,1070,-279,-435,-94,-2.1,11.1,2.8,D
8,352333,54447,-44,15,1074,-285,-433,-88,1.9,4.4,3.2,D
9,352394,54453,-68,18,1025,-288,-438,-97,2.1,1.6,3.5,D
10,352453,54460,-49,18,997,-282,-438,-90,5.2,-0.7,2.5,D
11,352483,54466,-49,18,997,-286,-430,-97,1.7,0.4,2.7,D
12,352543,54472,-40,0,1032,-285,-430,-87,7,-3.6,0.5,D
13,352604,54478,-41,-1,1057,-280,-435,-84,4,-2,1.1,D
14,352633,54485,-48,4,1034,-291,-442,-88,-0.9,0.2,2.1,D
15,352783,54491,-68,2,1001,-291,-444,-91,-2.3,1.8,1.2,D
16,352783,54497,-68,2,1001,-291,-444,-91,-1.1,0.2,0.4,D
17,352810,54503,-70,13,1025,-291,-442,-94,3.9,-1.8,-0.4,D
18,352887,54510,-57,21,1030,-286,-435,-97,-0.9,-0.2,0.1,D
19,352952,54516,-24,15,1024,-288,-433,-84,-0.9,-2.3,2.1,D
20,352953,54522,-50,25,1053,-288,-433,-84,-3.9,-1.6,1.7,D
21,353019,54528,-29,0,1010,-289,-438,-88,-4.3,-2.8,3.3,D
22,353054,54535,-25,-15,975,-291,-429,-93,-4.2,-0.6,1.1,D
23,353083,54541,-40,-9,968,-289,-426,-85,3.9,-1.8,0.1,D
24,353143,54547,-55,9,1043,-292,-435,-93,3.8,0.5,0,D
25,353204,54553,-59,21,1042,-285,-436,-84,1.9,-3,0.9,D
26,353232,54560,-54,20,1028,-292,-432,-88,-2.9,-2.5,1.8,D
27,353293,54566,-23,16,1005,-291,-438,-87,-1.7,-1.8,1.8,D
28,353354,54572,-32,0,1008,-283,-435,-84,1.5,0.8,2.3,D
29,353518,54585,-39,5,1016,-286,-427,-87,2.5,-1.1,1.7,D
30,353518,54578,-39,5,1016,-286,-427,-87,2.5,0.2,2.3,D
31,353519,54591,-38,14,1027,-288,-435,-81,-0.2,-1.7,1.8,D
32,353594,54597,-41,11,1032,-282,-445,-88,-0.9,-2.1,3.4,D
33,353594,54603,-41,11,1032,-282,-445,-88,-2.3,-1.4,3,D
34,353653,54610,-30,2,1015,-288,-439,-88,1.6,-1.1,3,D
35,353683,54616,-38,0,1020,-292,-433,-81,0.8,1.1,2.5,D
36,353744,54622,-38,-5,1023,-286,-438,-81,0,0.2,1.6,D
37,353804,54628,-48,3,1012,-286,-439,-87,1.3,1.1,1.7,D
38,353833,54635,-47,11,1031,-289,-439,-93,1.6,-0.4,1.7,D
39,353894,54641,-40,11,1004,-288,-435,-84,-0.3,0.7,1.8,D
40,353954,54647,-39,11,1034,-286,-439,-84,1.1,0.2,2.2,D
41,353982,54653,-43,10,1016,-291,-433,-84,0.4,0.5,2.5,D
42,354044,54660,-45,7,1017,-289,-432,-85,-0.2,0.1,2.1,D
43,354103,54666,-35,12,1034,-285,-430,-84,0.7,-0.2,2.1,D
44,354132,54672,-38,6,1015,-291,-436,-96,-2.4,0.4,2.5,D
45,354193,54678,-37,5,1013,-283,-435,-90,0.2,0.3,1.8,D
46,354253,54685,-42,5,1023,-285,-438,-90,0.4,0.7,2.2,D
47,354283,54691,-51,8,1018,-282,-445,-88,0.1,0.9,2.1,D
48,354343,54697,-52,8,1031,-283,-436,-90,0.5,-0.8,1.8,D
49,354403,54703,-41,6,1018,-285,-435,-91,-0.9,0.4,2.1,D
50,354432,54710,-38,6,1036,-286,-435,-93,-0.9,-1.2,2.3,D
51,354493,54716,-42,3,1018,-288,-433,-97,-1.5,-1.1,2.6,D
52,354553,54722,-53,-2,1024,-289,-427,-91,-2,-2.4,2.1,D
53,354583,54728,-44,-4,1006,-286,-433,-88,-0.8,-2,2,D
54,354644,54735,-45,0,1039,-288,-442,-90,-1.6,-3.5,1.6,D
55,354705,54741,-40,1,1015,-288,-442,-90,0.7,-5.1,0.8,D
56,354733,54747,-14,6,1036,-282,-435,-84,-1.1,-3.2,1.2,D
0,2140389,279346,-55,-970,-108,333,-199,-232,0.9,0.5,0.4,D
1,2140410,279353,-19,-979,-79,328,-196,-228,0.7,-0.4,1.4,D
2,2140471,279359,-62,-992,-97,334,-190,-232,-1.6,-3.9,5.3,D
3,2140531,279365,-81,-997,-83,331,-196,-226,0,-0.4,5.3,D
4,2140561,279371,-106,-985,-76,337,-204,-220,-2.2,-2.2,0,D
5,2140651,279378,-47,-953,-78,334,-199,-235,-0.7,-6.9,-2.4,D
6,2140681,279384,-65,-952,-58,331,-198,-238,-2.3,-4.9,2.2,D
7,2140711,279390,-64,-956,-101,337,-193,-225,-1.2,-6.7,0,D
