sr_no,HostTimestamp,NodeTimestamp_x,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y_dps,Z_dps,move_type
9,577012,128692,-36,-268,1003,-222,-411,-165,13.3,1.9,1.8,U
10,577041,128698,-62,-283,972,-222,-403,-160,1.8,5.4,10,U
11,577070,128705,-118,-306,976,-217,-412,-163,5.4,0.2,12.4,U
12,577131,128711,-102,-308,999,-226,-412,-163,4.7,-3.6,10.2,U
13,577192,128717,-108,-293,1047,-222,-409,-159,5.4,-0.2,8.3,U
14,577220,128723,-86,-283,1007,-214,-393,-154,7,-5.6,9.6,U
15,577284,128730,-103,-284,1016,-222,-400,-150,7.1,-4.8,11.6,U
16,577343,128736,-116,-272,928,-216,-409,-165,-2.8,6.3,8.8,U
17,577374,128742,-138,-287,943,-216,-408,-160,1.2,-3.9,7.4,U
18,577431,128748,-115,-269,952,-208,-402,-162,6.7,-0.8,4.4,U
19,577492,128755,-112,-246,923,-213,-406,-150,2.1,0.1,4.3,U
20,577543,128761,-84,-210,948,-216,-400,-157,8.2,0.2,3.5,U
21,577581,128767,-80,-189,961,-211,-406,-157,7.2,4.9,8.6,U
22,577642,128773,-92,-171,993,-211,-400,-151,2.8,3.2,5.2,U
23,577670,128780,-61,-175,904,-223,-399,-159,0.4,9.5,8,U
24,577731,128786,-44,-185,919,-214,-399,-154,15,-4.9,10.3,U
25,577792,128792,-83,-199,995,-214,-402,-157,19.8,-3.6,17.4,U
26,577821,128798,-151,-232,1060,-213,-399,-156,9.6,5.5,13.6,U
27,577882,128805,-199,-247,999,-204,-403,-160,4.6,8.6,9.1,U
28,577943,128811,-133,-220,1083,-208,-394,-163,4.4,7.7,7.5,U
29,577971,128817,-150,-222,991,-198,-390,-159,-0.1,7.1,12.6,U
30,578031,128823,-159,-208,1039,-207,-391,-156,6.5,1.2,11.6,U
31,578092,128830,-186,-222,1035,-210,-393,-160,4.9,0.9,8.2,U
32,578120,128836,-172,-192,1016,-205,-411,-168,2.8,5.2,6.5,U
33,578180,128842,-155,-188,1008,-201,-387,-159,2.3,2.6,6.7,U
34,578242,128848,-175,-184,981,-205,-388,-166,7.6,0.3,4.3,U
35,578271,128855,-204,-180,961,-201,-393,-157,3,1.1,3.5,U
36,578331,128861,-210,-169,990,-205,-393,-162,4.2,0.6,0,U
37,578391,128867,-194,-150,954,-204,-388,-162,3.1,2.8,-2.3,U
38,578420,128873,-242,-133,901,-208,-390,-160,3.9,-1.8,-3.3,U
39,578482,128880,-241,-141,738,-207,-390,-163,8,-6,-3.1,U
40,578541,128886,-241,-141,738,-223,-396,-153,48,-31.9,-3,U
41,578570,128892,-118,-42,856,-234,-406,-151,33.1,-43.2,6.4,U
42,578663,128898,-184,-81,811,-232,-414,-133,39.8,-27.2,-8.4,U
43,578691,128905,-34,-31,984,-247,-424,-121,16.1,-3.5,-16.4,U
44,578721,128911,-68,-70,992,-243,-418,-126,-6,4.4,-18.8,U
45,578782,128917,44,-95,839,-265,-426,-124,-20,23.2,-10.3,U
1,1506761,200134,62,-1088,-147,264,-256,-315,58,-19,-1.3,U
2,1506791,200140,135,-1024,229,237,-256,-331,48.2,-26.3,-5.5,U
3,1506851,200146,71,-1022,153,237,-262,-340,-5.4,0.1,29.8,U
4,1506911,200153,-69,-1063,100,240,-250,-336,-10.2,6.6,9.5,U
5,1506941,200159,57,-993,160,246,-255,-330,-15.6,-5.9,1.1,U
6,1507002,200165,-53,-1047,82,253,-253,-328,-24.9,-0.1,-1.7,U
7,1507091,200171,38,-1016,88,253,-250,-318,-20,-0.4,-4.7,U
8,1507121,200178,-4,-1007,17,270,-256,-319,-23.7,8.4,1.5,U
9,1507151,200184,44,-998,5,258,-258,-321,-7,-0.3,-3.1,U
10,1507212,200190,-12,-979,7,267,-258,-313,-10.1,3.5,10.9,U
11,1507241,200196,0,-978,-39,268,-253,-310,1.8,8.5,5.1,U
12,1507301,200203,-56,-983,-17,267,-240,-319,24.5,19.5,7,U
13,1507361,200209,23,-1048,206,259,-240,-318,24.2,16.9,2.2,U
14,1507391,200215,66,-1009,136,262,-241,-327,-18.8,11.4,-1.7,U
15,1507451,200221,-1,-1009,29,271,-231,-309,-18.4,13.5,4.1,U
16,1507511,200228,-1,-1006,23,276,-229,-298,-18.3,4.9,2.4,U
17,1507540,200234,11,-1006,60,276,-235,-294,-18.2,-0.1,4.6,U
18,1507600,200240,-7,-1000,21,279,-237,-289,-30.7,0.4,9.2,U
19,1507661,200246,-74,-1015,-41,286,-226,-279,-23.2,0.8,6.5,U
20,1507690,200253,-4,-1001,10,297,-232,-273,-16.1,-1.6,-0.1,U
21,1507751,200259,-41,-999,-22,289,-232,-270,-27.6,8.8,11.4,U
22,1507810,200265,-16,-993,-46,300,-226,-262,-25.8,6.5,3.4,U
23,1507840,200271,-18,-979,-81,298,-222,-244,-29,0.1,7.8,U
24,1507901,200278,-73,-994,-132,306,-222,-232,-22.8,2.5,7.5,U
25,1507990,200284,-30,-995,-107,304,-214,-223,-17.8,5.5,7.4,U
26,1508016,200290,-67,-984,-154,313,-205,-223,-24.5,7.2,8.6,U
27,1508050,200296,-110,-1027,-147,304,-210,-216,-15.2,5.1,2.1,U
28,1508111,200303,-69,-1013,-122,303,-210,-214,-12.8,4.8,-5,U
29,1508141,200309,-43,-956,-252,313,-213,-199,-23.3,3.7,0.4,U
30,1508200,200315,-94,-1033,-148,325,-210,-202,7.6,2,-8.6,U
31,1508260,200321,0,-932,-195,321,-219,-196,-1.1,-4.8,-13.7,U
32,1508290,200328,-64,-980,-123,325,-219,-193,-4.3,3,-2.5,U
33,1508351,200334,9,-942,-194,327,-243,-199,3.4,-22.4,-18.4,U
34,1508411,200340,-92,-936,-231,325,-226,-204,-1,3.7,12.6,U
35,1508441,200346,11,-958,-105,327,-223,-205,20.5,-25.6,-13,U
36,1508501,200353,-13,-939,-172,322,-226,-213,-6,5.2,13.3,U
37,1508560,200359,-99,-979,-169,318,-222,-208,8.3,-5.6,6.7,U
38,1508591,200365,28,-990,-62,316,-229,-210,17.9,-10.2,0,U
39,1508651,200371,-74,-950,-166,319,-226,-214,-3.8,-3.5,13.8,U
40,1508711,200378,-87,-964,-161,324,-220,-205,-1.8,-4.4,4.4,U
41,1508740,200384,-107,-996,-122,318,-217,-226,1.8,0.4,6.9,U
42,1508800,200390,-73,-993,-73,319,-211,-220,-4.6,3.6,-2.1,U
43,1508860,200396,-3,-965,-83,318,-222,-220,-5.8,6.5,-3.9,U
44,1508891,200403,-37,-945,-133,324,-219,-205,-16,10.6,4.4,U
45,1508951,200409,-16,-937,-141,325,-211,-204,-8.1,2.2,8.2,U
46,1509011,200415,-76,-963,-146,328,-211,-201,-2.1,-1.1,5.3,U
47,1509041,200421,-57,-976,-111,325,-208,-208,-5.3,0.1,7,U
48,1509100,200428,-57,-976,-111,321,-205,-208,-6.2,-3.9,3,U
49,1509161,200434,-83,-958,-176,316,-195,-202,-5.4,-1.2,-3,U
50,1509190,200440,-43,-937,-142,327,-208,-198,-0.2,-2.1,-7.4,U
51,1509250,200446,-55,-948,-123,328,-207,-205,1.1,2.5,0.2,U
52,1509311,200453,-65,-965,-190,322,-204,-205,-1.4,-4.5,0.9,U
53,1509340,200459,-87,-999,-134,325,-210,-208,1.8,-2.2,0,U
54,1509401,200465,-60,-1010,-145,322,-204,-205,-1.6,-2.1,-1.1,U
55,1509461,200471,-81,-998,-132,324,-207,-211,-2.5,1.1,-0.8,U
56,1509490,200478,-56,-985,-132,333,-217,-210,-4.8,3.1,1.8,U
57,1509550,200484,-66,-980,-137,321,-213,-198,-7.1,2.3,0.8,U
58,1509611,200490,-62,-967,-167,324,-210,-204,-1.8,-0.3,0.3,U
59,1509640,200496,-62,-967,-167,321,-208,-205,-3.5,1,3,U
60,1509701,200503,-72,-982,-153,324,-208,-210,-0.4,-2.2,3.7,U
61,1509761,200509,-91,-990,-162,330,-205,-205,-1.8,0.6,5.1,U
62,1509790,200515,-75,-996,-140,330,-201,-204,0.9,-3.2,-1.4,U
63,1509850,200521,-75,-996,-140,327,-207,-204,2.7,0.8,1.1,U
64,1509911,200528,-86,-1002,-138,327,-207,-204,-2.1,1.1,-0.2,U
65,1509940,200534,-77,-993,-131,313,-210,-201,-2.3,0.4,0.6,U
66,1510001,200540,-59,-984,-143,325,-205,-205,-4.6,1.1,-0.4,U
67,1510061,200546,-90,-997,-146,321,-211,-199,-1.8,1.8,-2.8,U
68,1510090,200553,-69,-981,-138,322,-204,-201,-1.7,2.3,-2.5,U
69,1510150,200559,-80,-993,-124,321,-207,-204,-1.7,1.7,-0.1,U
70,1510211,200565,-45,-994,-157,325,-201,-208,-5.8,4.1,1.6,U
71,1510241,200571,-58,-993,-151,331,-208,-205,-1.9,1,0.1,U
0,612394,133117,-121,-94,861,-327,-399,-126,-14.7,-19.2,13.4,U
1,612412,133123,-215,-141,498,-315,-406,-139,-23.3,12.9,24.5,U
2,612472,133130,-46,-122,1012,-313,-396,-130,-14.1,-31.2,5.1,U
3,612532,133136,-42,-150,564,-310,-397,-142,-27.6,-2.6,10.5,U
4,612561,133142,-71,-133,779,-300,-411,-130,12.6,-12,4.5,U
5,612622,133148,-24,-100,883,-312,-405,-133,6.2,-6.4,0.2,U
6,612682,133155,13,-65,861,-306,-411,-129,2.7,8.6,-3,U
7,612711,133161,4,-49,950,-304,-403,-138,8.1,-5.2,3.9,U
8,612802,133167,-52,-62,975,-312,-406,-144,4,7.4,0,U
9,612831,133173,-39,-67,970,-307,-394,-136,4.8,13.7,-0.3,U
10,612862,133180,-85,-95,997,-310,-399,-141,-3.2,8.1,4.6,U
11,612922,133186,-123,-118,976,-318,-397,-138,0,6.6,0.9,U
12,612982,133192,-72,-97,1084,-306,-394,-141,2.3,0.8,-0.2,U
13,613012,133198,-103,-100,1015,-309,-403,-142,0.6,3.5,3.5,U
14,613072,133205,-71,-82,1060,-315,-394,-135,5.9,1.4,4.4,U
15,613132,133211,-58,-70,1040,-312,-391,-145,2.3,2,7.7,U
16,613161,133217,-82,-79,1017,-312,-390,-138,4.2,2.5,7,U
17,613222,133223,-88,-83,963,-300,-396,-144,-0.4,5.7,8.1,U
18,613289,133230,-110,-85,998,-307,-387,-142,4,1,6.5,U
19,613311,133236,-117,-80,1002,-307,-394,-147,2.3,3.2,4.6,U
20,613372,133242,-126,-85,988,-303,-385,-148,2.6,4,5.2,U
21,613432,133248,-103,-82,987,-309,-400,-145,0.7,5.8,4.2,U
22,613461,133255,-121,-93,935,-303,-391,-150,7.4,4.2,5,U
23,613522,133261,-91,-68,1002,-310,-393,-148,11.5,2.1,4.4,U
24,613582,133267,-88,-52,977,-310,-397,-145,12.3,1.2,7.7,U
25,613642,133273,-110,-29,1032,-316,-391,-153,12.1,3.9,3.8,U
26,613671,133280,-76,-7,1101,-315,-394,-150,5,4.4,2.5,U
27,613732,133286,-137,-27,1005,-313,-391,-150,-2.1,4.5,7.8,U
28,613761,133292,-113,-24,1055,-312,-384,-145,0.8,3.7,6.1,U
29,613821,133298,-143,-34,1036,-309,-385,-151,0,4.6,7,U
30,613882,133305,-144,-36,1050,-310,-390,-150,1.8,1.7,5.4,U
31,613911,133311,-160,-45,1003,-307,-387,-156,1.3,3,5.6,U
32,613972,133317,-144,-39,1013,-315,-376,-162,0.3,2.9,4.6,U
33,614031,133323,-127,-33,981,-310,-388,-151,2.3,1.1,5.8,U
34,614061,133330,-136,-24,998,-304,-390,-154,3.8,1,5.8,U
35,614121,133336,-166,-23,942,-303,-394,-151,2.4,4.1,6.8,U
36,614182,133342,-181,-9,934,-307,-388,-147,5.3,1.1,7.5,U
37,614211,133348,-181,-9,934,-313,-388,-156,5.3,1.1,7.5,U
38,614272,133355,-208,30,869,-304,-394,-142,11.2,-5.6,9.6,U
39,614331,133361,-172,42,770,-303,-391,-151,14.2,-3.6,9.8,U
40,614362,133367,-118,38,847,-300,-394,-147,14.9,-6.7,14.7,U
41,614422,133373,-159,18,859,-309,-397,-147,7.4,-16.2,22.4,U
42,614482,133380,-159,18,859,-295,-397,-144,-7.7,-13,17,U
43,614511,133386,-43,4,762,-298,-402,-132,-0.5,-13.3,24.2,U
44,614572,133392,20,-1,1063,-285,-415,-121,17.2,-47.6,38.9,U
0,1534401,203590,15,-1044,38,249,-255,-321,-0.1,2.1,-0.5,U
1,1534451,203596,34,-1126,4,262,-253,-315,8.1,6.8,1.9,U
2,1534481,203603,47,-1251,173,255,-250,-321,1.1,1.7,-5.6,U
3,1534541,203609,8,-1195,-132,255,-264,-322,8.8,6.7,0.2,U
4,1534601,203615,51,-1138,175,244,-256,-339,79,-12.3,-26.8,U
5,1534631,203621,162,-1088,349,228,-271,-349,7,-2.5,-0.8,U
6,1534691,203628,50,-1080,132,237,-265,-337,-44.3,9.1,-2.6,U
7,1534751,203634,160,-1044,179,250,-267,-322,-37.5,1.8,12.1,U
8,1534781,203640,-15,-1011,25,268,-249,-304,-65.8,24.7,37.6,U
9,1534841,203646,96,-949,59,267,-247,-294,-25.4,-6.1,8.9,U
10,1534932,203653,-38,-937,-51,283,-244,-282,-28.6,29.2,21.4,U
11,1534963,203659,-39,-952,-31,288,-232,-268,-29.8,5.6,10.9,U
12,1534991,203665,-1,-955,-26,292,-234,-253,-31.1,12.6,23.5,U
13,1535051,203671,15,-959,12,291,-220,-241,-45.2,5.1,12.1,U
14,1535081,203678,-61,-1015,-104,298,-213,-231,-46.1,1.9,21.8,U
15,1535141,203684,-68,-1020,-181,301,-201,-210,-39.9,0.7,10.3,U
16,1535201,203690,-86,-992,-224,313,-202,-189,-47.3,18.2,21.8,U
17,1535231,203696,-212,-974,-265,310,-195,-166,-41,13.5,4.4,U
18,1535291,203703,-36,-944,-109,316,-201,-163,-27.7,16,7.2,U
19,1535351,203709,-124,-842,-299,321,-189,-133,-49.6,28.4,5.1,U
20,1535381,203715,-62,-822,-311,313,-187,-126,-21,4.9,-0.2,U
21,1535441,203721,-109,-841,-286,327,-190,-117,-21.2,8.6,-1.1,U
22,1535501,203728,-194,-826,-414,327,-186,-105,-17,5.6,-7.2,U
23,1535555,203734,-115,-811,-290,322,-193,-100,-7.2,0,-18.6,U
24,1535590,203740,-33,-803,-279,337,-199,-97,-9.1,1.3,-14.9,U
25,1535651,203746,-11,-803,-316,342,-196,-87,-19.9,5.1,-6.1,U
26,1535681,203753,-7,-823,-417,334,-211,-79,-9.2,-4.4,-5.8,U
27,1535741,203759,-45,-860,-433,334,-213,-90,5.1,-0.4,-1.5,U
28,1535801,203765,-67,-923,-401,345,-211,-99,12.7,-1.8,0.9,U
29,1535831,203771,-68,-958,-371,333,-208,-108,14.7,-4,-2.2,U
30,1535891,203778,-9,-970,-298,342,-213,-100,11.4,-1.3,-2.3,U
31,1535951,203784,-60,-974,-283,340,-214,-111,0.4,-2.1,-2.5,U
32,1535986,203790,-10,-949,-319,336,-213,-105,-8.6,1.1,3.1,U
33,1536041,203796,-37,-953,-352,334,-219,-102,-5.6,-4.8,-0.9,U
34,1536101,203803,-68,-953,-343,334,-210,-100,-7.2,3,6.6,U
35,1536131,203809,-47,-940,-368,336,-208,-103,1.6,-6.4,-5.1,U
36,1536191,203815,-21,-935,-335,331,-216,-111,11.9,-9.4,-7.6,U
37,1536251,203821,-90,-961,-300,340,-216,-115,3.9,-3,-1.4,U
38,1536280,203828,-53,-944,-333,337,-214,-114,1.1,3.9,-2.9,U
39,1536341,203834,-5,-923,-319,337,-216,-118,1.7,1.7,-2.8,U
40,1536401,203840,-18,-923,-325,339,-213,-112,0.4,-1.4,-0.1,U
41,1536431,203846,-13,-929,-316,331,-214,-121,6,-5,2.1,U
42,1536491,203853,-11,-895,-359,336,-211,-130,6,-5,2.1,U
43,1536551,203859,15,-867,-329,337,-223,-150,28.4,-23.5,0.8,U
44,1536581,203865,59,-738,-359,333,-217,-162,46.8,-37.8,-0.8,U
45,1536641,203871,353,-525,-298,331,-222,-192,46.8,-37.8,-0.8,U
46,1536701,203878,151,-531,-268,312,-210,-244,127.4,-96,52.3,U
1,639683,136530,-105,-167,1024,-324,-393,-151,6.5,1.4,5.9,U
2,639711,136536,-103,-171,980,-322,-379,-141,-2.6,6.9,4.4,U
3,639803,136542,-142,-168,925,-327,-388,-148,5.6,3.4,4.2,U
4,639831,136548,-77,-156,992,-327,-378,-148,5.4,6.1,2.5,U
5,639862,136555,-88,-147,980,-318,-387,-153,3.9,2.5,6.3,U
6,639922,136561,-77,-148,986,-331,-381,-156,7.5,6,4.6,U
7,639983,136567,-89,-152,992,-327,-387,-153,4.9,10.1,6.5,U
8,640011,136573,-74,-142,1077,-324,-369,-153,7.8,8.5,7.8,U
9,640073,136580,-128,-168,1098,-325,-382,-160,5.4,6.7,10.5,U
10,640131,136586,-192,-190,1081,-331,-382,-153,-2.1,-0.2,11,U
11,640162,136592,-193,-181,1033,-316,-373,-160,0.6,1.8,4.6,U
12,640222,136598,-141,-157,993,-322,-378,-148,-0.5,-2.1,2.4,U
13,640283,136605,-102,-134,978,-324,-376,-159,1.8,-2.8,-0.1,U
14,640312,136611,-103,-134,985,-330,-382,-147,-1.5,-0.6,1.8,U
15,640372,136617,-136,-135,974,-328,-378,-154,2.2,-0.9,2.7,U
16,640432,136623,-110,-124,1018,-331,-376,-153,-1.5,-0.2,1.8,U
17,640461,136630,-106,-128,1017,-328,-370,-147,-1,-2,0.4,U
18,640522,136636,-123,-136,1006,-330,-378,-148,-1.9,-1.4,1.4,U
19,640582,136642,-123,-133,1015,-331,-373,-156,-1.8,-3.7,2.6,U
20,640611,136648,-118,-134,1002,-322,-378,-159,-4.6,-3,1.5,U
21,640672,136655,-142,-130,972,-330,-364,-150,-4.3,-4.7,1.4,U
22,640732,136661,-111,-108,962,-319,-373,-142,-7.7,-7.2,1.6,U
23,640761,136667,-120,-84,926,-316,-382,-147,-14.6,-13.9,4.3,U
24,640821,136673,-97,-96,791,-315,-390,-142,-17.3,-28.9,8.1,U
25,653634,138273,-31,-151,1026,-315,-390,-142,1.3,-6.3,-7.8,U
26,653661,138280,-31,-137,982,-291,-424,-126,-7.2,-6,-6.5,U
27,653722,138286,-7,-167,967,-301,-412,-126,-4.9,-12.2,-2.1,U
28,653783,138292,-44,-192,874,-288,-423,-115,0.5,-17,-1.2,U
29,653812,138298,23,-173,939,-300,-417,-115,-2.2,-19.4,-0.2,U
30,653873,138305,17,-170,966,-295,-424,-102,3.7,-10,-0.7,U
31,653933,138311,23,-170,930,-298,-426,-109,1.6,-3.9,-2.1,U
32,653961,138317,46,-149,997,-297,-420,-106,2.6,7.7,-2.8,U
33,654023,138323,34,-158,1025,-301,-421,-109,-8.3,0.4,-0.9,U
34,654083,138330,42,-162,1038,-310,-430,-112,-11.4,8.7,-3,U
35,654112,138336,0,-188,995,-295,-421,-115,-7.9,14.4,-0.8,U
36,654174,138342,43,-182,1097,-301,-420,-126,-11.6,7.9,-0.7,U
37,654233,138348,-45,-218,961,-300,-411,-126,-10.7,1.4,1.1,U
38,654261,138355,-49,-220,1041,-307,-415,-124,-7.7,18.1,-2.3,U
39,654322,138361,-25,-226,975,-291,-418,-132,-13.9,0.9,1.1,U
40,654383,138367,-50,-241,1003,-298,-406,-132,-8.1,-6.5,-0.2,U
41,654411,138373,-20,-245,922,-286,-403,-138,-15.4,5.6,-2.7,U
42,654472,138380,-24,-248,888,-291,-402,-141,-4.4,14.9,-1.3,U
43,654533,138386,13,-242,916,-295,-405,-136,3,-1.2,2.2,U
44,654561,138392,-43,-236,925,-300,-412,-130,8.6,2.2,4.5,U
45,654622,138398,-14,-222,1062,-288,-402,-142,5.4,-0.9,1.7,U
46,654682,138405,-61,-244,911,-298,-405,-135,1.9,-1.6,7.4,U
47,654712,138411,-45,-216,1024,-301,-412,-133,12.4,-7.4,5,U
48,654772,138417,-15,-208,987,-300,-408,-133,6.7,-11.6,7.1,U
49,654833,138423,-34,-208,952,-307,-417,-133,9.2,-14.5,7.5,U
50,654861,138430,5,-192,984,-301,-415,-129,11.9,-9,3.9,U
51,654922,138436,13,-186,955,-300,-409,-121,11.9,-18.4,11.4,U
52,654982,138442,11,-172,988,-304,-429,-118,12.5,-12.6,6.7,U
53,655012,138448,56,-157,970,-306,-426,-114,6.3,-8.2,6,U
54,655072,138455,56,-146,977,-300,-427,-114,6.6,-14.3,10.2,U
55,655132,138461,48,-157,953,-300,-427,-114,-1.1,-7.9,10.5,U
56,655161,138467,47,-166,928,-301,-426,-108,2.3,-8.8,10.9,U
57,655222,138473,49,-168,944,-294,-436,-108,2.5,-3,7.2,U
58,655284,138480,40,-160,1012,-288,-430,-99,-0.9,-4.9,5.9,U
59,655404,138492,77,-170,957,-282,-427,-102,-1.1,-1.4,2.9,U
60,655404,138486,77,-170,957,-282,-427,-102,-7.9,0.9,3,U
61,655442,138498,93,-170,968,-274,-427,-96,0.9,1.6,3.2,U
62,655529,138505,93,-170,968,-274,-427,-96,5.8,3.5,3,U
63,655530,138511,56,-173,964,-288,-429,-108,4.9,3.7,3,U
64,655632,138523,53,-150,1042,-283,-435,-100,2.5,2.1,2.2,U
65,655632,138517,53,-150,1042,-283,-435,-100,6.8,3.6,0.3,U
66,655686,138530,59,-145,1023,-288,-423,-109,-1.9,3.3,1.5,U
67,655732,138536,28,-151,1016,-283,-424,-105,0.7,2.2,1.9,U
68,655762,138542,48,-152,997,-286,-424,-106,-0.4,3.4,2.5,U
69,655822,138548,30,-147,1066,-289,-433,-109,4.3,-1,3.5,U
70,655882,138555,44,-150,1016,-288,-423,-106,-3.5,2.1,4,U
71,655911,138561,39,-163,992,-288,-423,-106,-0.6,0.7,3.9,U
72,655972,138567,54,-164,977,-295,-429,-109,2.9,0.5,5.1,U
73,656032,138573,34,-165,984,-292,-423,-99,5.9,-1.3,7,U
74,656061,138580,35,-160,991,-288,-429,-108,0.4,4.9,5.4,U
75,656121,138586,17,-160,991,-289,-432,-108,4.9,3.6,3.6,U
76,656182,138592,11,-150,1009,-297,-424,-112,6.3,3,3.9,U
77,656212,138598,14,-133,1052,-286,-433,-106,6.8,2.9,2.1,U
78,656273,138605,25,-132,1020,-285,-430,-112,2.3,3.7,0.7,U
79,656332,138611,19,-123,1014,-292,-421,-106,3.1,1.5,1.7,U
80,656362,138617,16,-120,983,-282,-429,-106,0.8,4,1.3,U
81,656422,138623,10,-129,976,-298,-427,-115,3.2,3.6,2.9,U
82,656482,138630,-39,-122,951,-295,-424,-109,5.7,4.5,2.6,U
83,656511,138636,-39,-122,951,-295,-424,-109,7.2,7,-0.2,U
84,656572,138642,-31,-54,935,-295,-429,-117,9,13.2,-3.2,U
85,656663,138655,-41,-35,945,-292,-414,-111,5.3,10.7,3.8,U
86,656663,138648,-41,-35,945,-292,-414,-111,10.4,4.6,2.7,U
87,656722,138661,-89,-81,915,-297,-417,-118,1.6,2.5,11.9,U
88,656782,138667,-60,-114,757,-292,-421,-115,11.1,1.1,9.5,U
89,656812,138673,89,-99,829,-294,-424,-109,29.8,-29.1,22.8,U
1,1560551,206859,23,-1067,-4,250,-246,-312,6.2,0,1.9,U
2,1560580,206865,63,-1201,-78,250,-246,-312,6.2,0,1.9,U
3,1560641,206871,94,-1387,3,232,-243,-333,65.3,26.4,34.6,U
4,1560701,206878,-372,-1631,367,222,-223,-346,24,16.3,21.7,U
5,1560731,206884,67,-1359,310,231,-225,-336,-45.5,13.2,-1.7,U
6,1560791,206890,-106,-1171,239,252,-219,-307,-97.7,24,8.8,U
7,1560851,206896,91,-1010,215,268,-216,-280,-94.6,16.5,15.3,U
8,1560881,206903,-67,-889,155,285,-211,-234,-98,6.2,0.1,U
9,1560941,206909,1,-781,-184,312,-210,-186,-106.1,13.5,-1.8,U
10,1561001,206915,-52,-705,-276,315,-216,-159,-75.5,6.8,-21.9,U
11,1561031,206921,55,-664,-162,328,-228,-130,-56.9,3.9,-15.2,U
12,1561091,206928,-52,-660,-326,322,-222,-109,-51.1,11.8,-13.1,U
13,1561151,206934,-15,-685,-241,334,-234,-97,-26.1,4.4,-19.4,U
14,1561181,206940,66,-633,-409,334,-241,-75,-22.5,-6.1,-6.5,U
15,1561246,206946,-29,-735,-415,339,-238,-73,-0.6,-2.7,-7.9,U
16,1561301,206953,50,-756,-465,337,-250,-91,6.4,-3.5,-2.7,U
17,1561331,206959,-23,-868,-396,340,-244,-87,13,5.6,1,U
18,1561391,206965,61,-911,-366,328,-244,-85,10.2,-4,-2.7,U
19,1561451,206971,-49,-1016,-385,339,-253,-91,4.2,4,2,U
20,1561480,206978,29,-991,-332,340,-250,-96,4.2,4,2,U
21,1561541,206984,64,-932,-370,334,-243,-85,-7.7,0.7,-1.8,U
22,1561601,206990,69,-909,-356,337,-247,-99,0.9,-0.2,-0.1,U
23,1561630,206996,19,-916,-389,334,-246,-97,1.9,-3.2,0.7,U
24,1561691,207003,10,-932,-382,342,-243,-96,1.6,1.1,0.2,U
25,1561751,207009,24,-939,-314,339,-246,-102,1.5,4.2,-1.1,U
26,1561792,207015,34,-926,-350,330,-247,-96,-6.4,4.1,1.1,U
27,1561841,207021,54,-933,-350,336,-238,-93,0.7,0.4,-0.7,U
28,1561901,207028,36,-936,-324,330,-243,-94,-7.4,0.9,2.1,U
29,1561931,207034,27,-943,-360,336,-241,-94,-2.4,2.5,3.9,U
30,1561992,207040,43,-932,-347,334,-240,-96,3.9,-3.4,0.2,U
31,1562051,207046,60,-903,-342,330,-235,-100,6.6,-1.6,2.7,U
32,1562080,207053,-6,-892,-402,330,-235,-100,6.6,-1.6,2.7,U
33,1562142,207059,42,-871,-356,328,-235,-109,17.5,-4.6,3,U
1,927177,172473,-142,-171,843,-297,-454,-75,-25.9,-30.6,7.7,U
2,927237,172480,70,-142,683,-286,-448,-75,-54,-12.4,6.6,U
3,927295,172486,96,-172,652,-280,-454,-75,-22.8,-9.1,3.2,U
4,927327,172492,128,-176,632,-277,-445,-70,-5.6,-7.5,4.2,U
5,927385,172498,109,-184,697,-276,-457,-70,6.3,8.7,-0.1,U
6,927445,172505,184,-140,873,-282,-444,-72,23.6,-9.3,5.2,U
7,927474,172511,65,-138,895,-282,-454,-70,17.6,7,3.4,U
8,927536,172517,261,-67,1061,-282,-442,-73,8.1,0.1,4.9,U
9,927596,172523,126,-118,927,-280,-451,-75,2.6,6.1,8.6,U
10,927626,172530,169,-159,1025,-283,-451,-67,3.9,17.2,2.1,U
11,927687,172536,153,-176,954,-286,-442,-84,9.9,12.9,4.4,U
12,927745,172542,89,-169,1100,-280,-448,-93,8.8,7.8,3.9,U
13,927775,172548,81,-160,1053,-276,-442,-87,1.4,9.8,2.1,U
14,927838,172555,52,-141,1048,-285,-438,-88,1.1,5.9,0,U
15,927925,172561,52,-141,1048,-285,-441,-93,4.8,9.1,-0.9,U
16,927926,172567,92,-92,1026,-280,-444,-84,8.8,-1.4,5.6,U
17,927984,172573,92,-92,1026,-280,-444,-84,2.6,4.6,1.4,U
18,928089,172580,72,-95,942,-286,-432,-93,6,5.5,4.9,U
19,928089,172586,72,-95,942,-286,-432,-93,9.7,0.7,5.9,U
20,928137,172592,76,-66,994,-283,-438,-87,8.1,1.2,2.4,U
21,928195,172598,73,-69,983,-283,-438,-87,7,5.3,2.5,U
22,928224,172605,83,-73,1016,-286,-435,-90,7.8,4.9,2.5,U
23,928284,172611,96,-68,1041,-286,-433,-91,7.6,8.4,1.8,U
24,928344,172617,70,-68,1103,-286,-427,-88,10,6.3,4.8,U
25,928374,172623,23,-79,1055,-294,-432,-90,1.6,3.2,5.8,U
26,928435,172630,18,-80,1064,-289,-432,-90,-0.6,2.5,3.5,U
27,928494,172636,15,-81,1055,-286,-429,-90,-2.5,3,0,U
28,928525,172642,-3,-80,996,-286,-426,-88,-3.5,-1.1,2.8,U
